SystematicName	ControlType	gTotalGeneSignal	gTotalGeneError	gIsGeneDetected
hsa-let-7f	0	25982.9	2287.32	1
hsa-let-7f-1*	0	1.00838	1.68319	0
hsa-let-7f-2*	0	0.38933	1.68135	0
hsa-let-7g	0	16731	1413.79	1
hsa-let-7g*	0	-0.206986	1.68638	0
hsa-let-7i	0	22217.6	1676.48	1
hsa-let-7i*	0	2.94269	1.7106	1
hsa-miR-1	0	216.715	20.144	1
hsa-miR-100	0	19.5371	2.91809	1
hsa-miR-100*	0	0.670966	1.68382	0
hsa-miR-101	0	2833.69	217.112	1
hsa-miR-101*	0	4.32788	1.98484	0
hsa-miR-103	0	34687	2962.25	1
hsa-miR-105	0	-0.70196	1.68308	0
hsa-miR-105*	0	-0.127649	1.696	0
hsa-miR-106a	0	247.186	17.1087	1
hsa-miR-106a*	0	2.45668	1.70521	1
hsa-miR-106b	0	12973.8	1050.23	1
hsa-miR-106b*	0	9.56062	1.89592	1
hsa-miR-107	0	18858.9	1502.78	1
hsa-miR-10a	0	239.39	19.2539	1
hsa-miR-10a*	0	1.9774	1.70096	0
hsa-miR-10b	0	6.154	2.45003	0
hsa-miR-10b*	0	-1.55381	2.37603	0
hsa-miR-122	0	-0.100701	2.37717	0
hsa-miR-122*	0	1.20592	2.38148	0
hsa-miR-1224-3p	0	-1.03334	1.68239	0
hsa-miR-1224-5p	0	2.31358	1.69638	0
hsa-miR-1225-3p	0	9.01616	1.75271	1
hsa-miR-1225-5p	0	44.5056	2.82488	1
hsa-miR-1226	0	3.14412	1.72708	1
hsa-miR-1226*	0	-0.318247	1.68453	0
hsa-miR-1227	0	3.43039	1.71949	1
hsa-miR-1228	0	21.8016	2.01507	1
hsa-miR-1228*	0	-1.11096	1.68274	0
hsa-miR-1229	0	0.043362	1.6818	0
hsa-miR-1231	0	-1.35102	1.68163	0
hsa-miR-1233	0	-2.89805	1.67967	0
hsa-miR-1234	0	36.814	2.70771	1
hsa-miR-1236	0	-1.37056	1.68154	0
hsa-miR-1237	0	3.31391	1.69716	0
hsa-miR-1238	0	11.2268	1.77992	1
hsa-miR-124	0	1.0823	1.96924	0
hsa-miR-124*	0	-0.134591	1.70666	0
hsa-miR-125a-3p	0	13.0815	2.10856	1
hsa-miR-125a-5p	0	1110.61	101.291	1
hsa-miR-125b	0	95.397	9.44373	1
hsa-miR-125b-1*	0	0.914272	1.68734	0
hsa-miR-125b-2*	0	-0.392475	2.37753	0
hsa-miR-126	0	30689.3	2512.64	1
hsa-miR-126*	0	771.83	66.6266	1
hsa-miR-127-3p	0	65.0787	5.89063	1
hsa-miR-127-5p	0	-2.13968	1.68054	0
hsa-miR-128	0	577.357	46.7962	1
hsa-miR-129*	0	1.57799	2.38414	0
hsa-miR-129-3p	0	3.33306	2.41534	0
hsa-miR-129-5p	0	-1.45292	2.37581	0
hsa-miR-130a	0	19924	1477.53	1
hsa-miR-130a*	0	-0.0198365	1.68268	0
hsa-miR-130b	0	2235.14	188.839	1
hsa-miR-130b*	0	14.2805	1.97981	1
hsa-miR-132	0	63.0794	5.63883	1
hsa-miR-132*	0	7.98647	2.48378	1
hsa-miR-133a	0	11.8507	2.57534	1
hsa-miR-133b	0	189.843	17.1806	1
hsa-miR-134	0	17.0406	2.7539	1
hsa-miR-135a	0	1.96407	2.38304	0
hsa-miR-135a*	0	0.964771	1.69665	0
hsa-miR-135b	0	1.50181	2.38667	0
hsa-miR-135b*	0	-1.02067	1.68322	0
hsa-miR-136	0	678.996	53.2227	1
hsa-miR-136*	0	36.6219	3.6522	1
hsa-miR-137	0	-1.32841	2.37768	0
hsa-miR-138	0	-1.66945	2.38138	0
hsa-miR-138-1*	0	-3.36485	1.67942	0
hsa-miR-138-2*	0	-0.28924	1.71898	0
hsa-miR-139-3p	0	61.7582	5.16042	1
hsa-miR-139-5p	0	735.886	65.1511	1
hsa-miR-140-3p	0	1349.22	113.179	1
hsa-miR-140-5p	0	4580.72	336.117	1
hsa-miR-141	0	157.373	14.2427	1
hsa-miR-141*	0	0.395506	1.68084	0
hsa-miR-142-3p	0	63698.5	4694.76	1
hsa-miR-142-5p	0	4088.44	289.321	1
hsa-miR-143	0	56.7452	6.07179	1
hsa-miR-143*	0	0.44449	2.38059	0
hsa-miR-144	0	423.828	30.122	1
hsa-miR-144*	0	51.2776	5.23799	1
hsa-miR-145	0	197.33	17.8392	1
hsa-miR-145*	0	7.07504	2.4351	0
hsa-miR-146a	0	5734.94	500.738	1
hsa-miR-146a*	0	-1.02492	1.68132	0
hsa-miR-146b-3p	0	-1.0358	1.6863	0
hsa-miR-146b-5p	0	574.59	51.3434	1
hsa-miR-147	0	-0.353012	2.37613	0
hsa-miR-147b	0	0.218577	1.68245	0
hsa-miR-148a	0	1911.92	141.702	1
hsa-miR-148a*	0	3.26644	1.72375	1
hsa-miR-148b	0	1606.62	146.364	1
hsa-miR-148b*	0	7.54675	1.77053	1
hsa-miR-149	0	3.11695	2.39278	0
hsa-miR-149*	0	-0.0606463	1.6818	0
hsa-miR-150	0	1749.21	146.458	1
hsa-miR-150*	0	3.23164	1.69277	0
hsa-miR-151-3p	0	3638.9	289.614	1
hsa-miR-151-5p	0	10412	916.975	1
hsa-miR-152	0	148.852	14.5189	1
hsa-miR-153	0	15.1714	2.83292	1
hsa-miR-154	0	50.5809	5.2834	1
hsa-miR-154*	0	35.6152	3.48277	1
hsa-miR-155	0	171.72	15.0603	1
hsa-miR-155*	0	-1.29195	1.68032	0
hsa-miR-15a	0	24788.6	1831.47	1
hsa-miR-15a*	0	26.2682	2.86727	1
hsa-miR-15b	0	47768.5	3675.5	1
hsa-miR-15b*	0	18.8261	2.29242	1
hsa-miR-16	0	50432.6	4238.95	1
hsa-miR-16-1*	0	-0.222852	1.68059	0
hsa-miR-16-2*	0	72.9806	7.04956	1
hsa-miR-17	0	11184	926.345	1
hsa-miR-17*	0	983.931	83.6299	1
hsa-miR-181a	0	2084.18	171.663	1
hsa-miR-181a*	0	60.6625	5.05694	1
hsa-miR-181a-2*	0	69.2925	5.50499	1
hsa-miR-181b	0	102.239	7.99271	1
hsa-miR-181c	0	199.629	15.5072	1
hsa-miR-181c*	0	163.003	11.2425	1
hsa-miR-181d	0	200.133	16.3234	1
hsa-miR-182	0	4.4244	1.73968	1
hsa-miR-182*	0	-0.00868889	1.68165	0
hsa-miR-183	0	2.12987	1.69637	0
hsa-miR-183*	0	-1.61786	1.68019	0
hsa-miR-184	0	0.973924	2.38665	0
hsa-miR-185	0	9129.63	745.882	1
hsa-miR-185*	0	0.735323	1.69711	0
hsa-miR-186	0	459.291	35.7938	1
hsa-miR-186*	0	12.8955	1.88689	1
hsa-miR-187	0	-0.367121	1.68404	0
hsa-miR-187*	0	-0.653792	1.69523	0
hsa-miR-188-3p	0	0.678089	1.69038	0
hsa-miR-188-5p	0	10.7009	2.49838	1
hsa-miR-18a	0	1811.25	149.558	1
hsa-miR-18a*	0	-0.510934	1.68028	0
hsa-miR-18b	0	719.837	62.3575	1
hsa-miR-18b*	0	0.164912	1.68472	0
hsa-miR-190	0	3.92304	2.39298	0
hsa-miR-190b	0	1.69216	1.6856	0
hsa-miR-191	0	13.6545	1.98507	1
hsa-miR-191*	0	10.2076	1.76145	1
hsa-miR-192	0	235.931	19.3201	1
hsa-miR-192*	0	-0.437494	2.37787	0
hsa-miR-193a-3p	0	6.92209	2.47548	1
hsa-miR-193a-5p	0	0.534166	2.37949	0
hsa-miR-193b	0	0.674859	2.38051	0
hsa-miR-193b*	0	-1.83734	1.68196	0
hsa-miR-194	0	102.834	8.81299	1
hsa-miR-194*	0	-0.919474	1.68029	0
hsa-miR-195	0	355.42	31.4702	1
hsa-miR-195*	0	0.918312	1.68456	0
hsa-miR-196a	0	2.87959	2.39514	0
hsa-miR-196a*	0	-1.38252	1.68795	0
hsa-miR-196b	0	88.8939	7.71267	1
hsa-miR-197	0	3152.9	248.042	1
hsa-miR-198	0	0.476312	2.37907	0
hsa-miR-199a-5p	0	7425.78	679.112	1
hsa-miR-199b-3p	0	30873.5	2318.56	1
hsa-miR-199b-5p	0	60.5593	5.9454	1
hsa-miR-19a	0	10509	791.603	1
hsa-miR-19a*	0	2.48077	1.69371	0
hsa-miR-19b	0	29697.9	2682.53	1
hsa-miR-19b-1*	0	91.3036	8.7958	1
hsa-miR-19b-2*	0	3.10049	1.75914	0
hsa-miR-200a	0	15.1201	2.71139	1
hsa-miR-200a*	0	-0.323098	1.94832	0
hsa-miR-200b	0	69.3801	6.5645	1
hsa-miR-200b*	0	3.0567	1.74499	0
hsa-miR-200c	0	179.673	17.4504	1
hsa-miR-200c*	0	0.955616	1.69516	0
hsa-miR-202	0	-2.533	2.37509	0
hsa-miR-202*	0	0.480755	2.37689	0
hsa-miR-203	0	0.838297	2.37995	0
hsa-miR-204	0	29.1206	3.4836	1
hsa-miR-205	0	-1.68554	2.37684	0
hsa-miR-206	0	-1.87534	2.37512	0
hsa-miR-208a	0	-0.151516	2.37864	0
hsa-miR-208b	0	-1.04055	2.37625	0
hsa-miR-20a	0	27165.8	2046.66	1
hsa-miR-20a*	0	193.486	17.2055	1
hsa-miR-20b	0	3153.45	267.786	1
hsa-miR-20b*	0	-1.1277	1.68144	0
hsa-miR-21	0	140742	10728.9	1
hsa-miR-21*	0	155.261	13.823	1
hsa-miR-210	0	388.264	30.5666	1
hsa-miR-211	0	4.81468	2.40583	0
hsa-miR-212	0	4.45738	2.43346	0
hsa-miR-214	0	-0.731191	2.37669	0
hsa-miR-214*	0	-0.464828	2.37682	0
hsa-miR-215	0	46.7402	4.084	1
hsa-miR-216a	0	2.36863	1.70481	0
hsa-miR-216b	0	-1.35935	1.68029	0
hsa-miR-217	0	-1.47892	1.68073	0
hsa-miR-218	0	0.256728	2.38093	0
hsa-miR-218-1*	0	-1.26556	1.68457	0
hsa-miR-218-2*	0	1.42402	1.80202	0
hsa-miR-219-1-3p	0	-2.18409	1.68429	0
hsa-miR-219-2-3p	0	-1.12649	2.37567	0
hsa-miR-219-5p	0	54.2663	4.66402	1
hsa-miR-22	0	47464.2	4158.82	1
hsa-miR-22*	0	155.452	13.6165	1
hsa-miR-220a	0	-0.722751	1.68378	0
hsa-miR-220b	0	-1.52216	1.67974	0
hsa-miR-220c	0	-1.39616	1.68141	0
hsa-miR-221	0	5007.2	413.197	1
hsa-miR-221*	0	285.437	23.6219	1
hsa-miR-222	0	150.404	14.3553	1
hsa-miR-222*	0	2.79612	1.72299	0
hsa-miR-223	0	140898	10442.6	1
hsa-miR-223*	0	157.418	12.3212	1
hsa-miR-224	0	424.754	32.8378	1
hsa-miR-23a	0	30716.6	2452.52	1
hsa-miR-23a*	0	7.74182	1.82626	1
hsa-miR-23b	0	6635.91	548.414	1
hsa-miR-23b*	0	14.4523	2.03953	1
hsa-miR-24	0	30195	2178.4	1
hsa-miR-24-1*	0	352.177	28.1216	1
hsa-miR-24-2*	0	-1.44134	1.68186	0
hsa-miR-25	0	4752.4	431.271	1
hsa-miR-25*	0	0.247455	1.6952	0
hsa-miR-26a	0	19439.2	1533.15	1
hsa-miR-26a-1*	0	19.2346	2.30272	1
hsa-miR-26a-2*	0	1.78648	1.70141	0
hsa-miR-26b	0	12122.7	894.211	1
hsa-miR-26b*	0	19.8825	2.22226	1
hsa-miR-27a	0	51278.3	4096.67	1
hsa-miR-27a*	0	2.56244	1.73444	0
hsa-miR-27b	0	10358.2	821.557	1
hsa-miR-27b*	0	0.282765	1.68325	0
hsa-miR-28-3p	0	-0.438588	1.69046	0
hsa-miR-28-5p	0	3132.82	236.37	1
hsa-miR-296-3p	0	-1.99715	1.68303	0
hsa-miR-296-5p	0	6.05066	2.43112	0
hsa-miR-297	0	-1.48023	1.67948	0
hsa-miR-298	0	-1.62532	1.68058	0
hsa-miR-299-3p	0	16.9512	2.73748	1
hsa-miR-299-5p	0	48.6421	4.85495	1
hsa-miR-29a	0	3988.84	333.564	1
hsa-miR-29a*	0	4.29768	1.71472	1
hsa-miR-29b	0	3521.52	327.708	1
hsa-miR-29b-1*	0	13.3086	1.8732	1
hsa-miR-29b-2*	0	-0.0529026	1.68283	0
hsa-miR-29c	0	6196.53	439.768	1
hsa-miR-29c*	0	128.332	11.3648	1
hsa-miR-300	0	-0.877435	1.68157	0
hsa-miR-301a	0	3865.36	336.797	1
hsa-miR-301b	0	258.244	21.6082	1
hsa-miR-302a	0	1.14324	2.38284	0
hsa-miR-302a*	0	-0.738783	1.68171	0
hsa-miR-302b	0	1.53087	1.68705	0
hsa-miR-302b*	0	0.402446	1.70038	0
hsa-miR-302c	0	0.373557	1.94821	0
hsa-miR-302c*	0	-0.112319	2.38023	0
hsa-miR-302d	0	0.0112887	1.95324	0
hsa-miR-302d*	0	5.63428	1.72858	1
hsa-miR-30a	0	331.636	28.818	1
hsa-miR-30a*	0	18.2725	2.73812	1
hsa-miR-30b	0	4475.44	352.828	1
hsa-miR-30b*	0	39.9192	4.38996	1
hsa-miR-30c	0	2592.98	236.149	1
hsa-miR-30c-1*	0	16.5293	2.25445	1
hsa-miR-30c-2*	0	0.0952657	2.38	0
hsa-miR-30d	0	9108.95	655.366	1
hsa-miR-30d*	0	42.0958	3.40985	1
hsa-miR-30e	0	5167.28	440.531	1
hsa-miR-30e*	0	902.446	74.5019	1
hsa-miR-31	0	3.96016	2.39808	0
hsa-miR-31*	0	-0.245707	2.37942	0
hsa-miR-32	0	252.403	15.5659	1
hsa-miR-32*	0	2.71126	1.70117	0
hsa-miR-320	0	1982.28	182.159	1
hsa-miR-323-3p	0	19.7643	2.83388	1
hsa-miR-323-5p	0	-2.54265	1.67943	0
hsa-miR-324-3p	0	1932.24	156.024	1
hsa-miR-324-5p	0	2379.54	185.024	1
hsa-miR-325	0	1.34607	1.6942	0
hsa-miR-326	0	1041.13	84.0972	1
hsa-miR-328	0	740.532	68.9712	1
hsa-miR-329	0	14.4036	2.68363	1
hsa-miR-330-3p	0	256.559	21.9571	1
hsa-miR-330-5p	0	-0.3271	1.68274	0
hsa-miR-331-3p	0	6690.48	530.57	1
hsa-miR-331-5p	0	1.07088	1.70433	0
hsa-miR-335	0	363.395	33.499	1
hsa-miR-335*	0	46.028	3.06696	1
hsa-miR-337-3p	0	25.5297	3.04463	1
hsa-miR-337-5p	0	146.588	11.7138	1
hsa-miR-338-3p	0	908.627	80.6037	1
hsa-miR-338-5p	0	-0.464307	1.68119	0
hsa-miR-339-3p	0	46.2112	4.29403	1
hsa-miR-339-5p	0	5.42409	1.74697	1
hsa-miR-33a	0	887.248	78.0579	1
hsa-miR-33a*	0	-1.30257	1.67941	0
hsa-miR-33b	0	26.302	2.67316	1
hsa-miR-33b*	0	3.73833	1.69787	0
hsa-miR-340	0	689.399	48.8312	1
hsa-miR-340*	0	940.283	84.0288	1
hsa-miR-342-3p	0	1718.37	151.522	1
hsa-miR-342-5p	0	61.9655	5.98574	1
hsa-miR-345	0	-0.434293	1.6837	0
hsa-miR-346	0	0.0411515	1.95533	0
hsa-miR-34a	0	74.378	6.52	1
hsa-miR-34a*	0	-0.9761	2.3762	0
hsa-miR-34b	0	-0.0259039	2.37823	0
hsa-miR-34b*	0	4.07568	2.41801	0
hsa-miR-34c-3p	0	3.52176	1.72986	0
hsa-miR-34c-5p	0	-1.28264	2.37502	0
hsa-miR-361-3p	0	126.232	11.7685	1
hsa-miR-361-5p	0	1803.78	156.474	1
hsa-miR-362-3p	0	55.6198	5.21211	1
hsa-miR-362-5p	0	154.916	13.6912	1
hsa-miR-363	0	934.558	68.6408	1
hsa-miR-363*	0	-0.142401	1.68609	0
hsa-miR-365	0	7.73434	2.44446	0
hsa-miR-367	0	-0.534908	2.37618	0
hsa-miR-367*	0	-0.209686	1.68336	0
hsa-miR-369-3p	0	3.61208	2.39408	0
hsa-miR-369-5p	0	19.9493	2.87061	1
hsa-miR-370	0	20.1512	3.19076	1
hsa-miR-371-3p	0	1.43561	2.38514	0
hsa-miR-371-5p	0	0.379475	1.68835	0
hsa-miR-372	0	-1.32849	2.37564	0
hsa-miR-373	0	-0.690747	2.3772	0
hsa-miR-373*	0	-0.489241	2.37986	0
hsa-miR-374a	0	2006.58	143.277	1
hsa-miR-374a*	0	1.69006	1.68997	0
hsa-miR-374b	0	2422.3	171.719	1
hsa-miR-374b*	0	4.10303	1.70769	0
hsa-miR-375	0	0.442001	2.38093	0
hsa-miR-376a	0	376.497	30.9901	1
hsa-miR-376a*	0	71.7474	6.74809	1
hsa-miR-376b	0	56.1413	5.50093	1
hsa-miR-376c	0	785.216	61.6016	1
hsa-miR-377	0	432.723	38.7867	1
hsa-miR-377*	0	10.0219	1.85186	1
hsa-miR-378	0	18.5487	2.86888	1
hsa-miR-378*	0	20.0241	2.83893	1
hsa-miR-379	0	130.643	11.5031	1
hsa-miR-379*	0	0.559907	1.68508	0
hsa-miR-380	0	0.766827	2.37721	0
hsa-miR-380*	0	-1.45304	1.68297	0
hsa-miR-381	0	164.018	13.3872	1
hsa-miR-382	0	43.7721	4.70307	1
hsa-miR-383	0	0.671605	1.95199	0
hsa-miR-384	0	4.11759	3.49526	0
hsa-miR-409-3p	0	188.263	13.9742	1
hsa-miR-409-5p	0	35.8764	2.89661	1
hsa-miR-410	0	345.157	24.576	1
hsa-miR-411	0	36.8883	3.71692	1
hsa-miR-411*	0	4.88443	1.76355	1
hsa-miR-412	0	-0.558994	1.68308	0
hsa-miR-421	0	59.5817	5.81751	1
hsa-miR-422a	0	-1.99787	1.67977	0
hsa-miR-423-3p	0	73.0637	5.55868	1
hsa-miR-423-5p	0	554.66	50.8807	1
hsa-miR-424	0	766.111	60.9804	1
hsa-miR-424*	0	0.599752	2.38164	0
hsa-miR-425	0	4363.07	351.221	1
hsa-miR-425*	0	20.6668	2.91141	1
hsa-miR-429	0	6.83711	2.4308	0
hsa-miR-431	0	219.647	19.9299	1
hsa-miR-431*	0	2.78846	1.73265	0
hsa-miR-432	0	114.677	9.2367	1
hsa-miR-432*	0	-0.875875	1.68162	0
hsa-miR-433	0	16.5952	2.89125	1
hsa-miR-448	0	-0.453899	1.68093	0
hsa-miR-449a	0	8.96051	2.5081	1
hsa-miR-449b	0	0.675714	1.95154	0
hsa-miR-450a	0	7.3737	2.44545	0
hsa-miR-450b-3p	0	0.910644	1.6838	0
hsa-miR-450b-5p	0	-1.10445	1.68086	0
hsa-miR-451	0	13872.3	1006.75	1
hsa-miR-452	0	20.649	2.81176	1
hsa-miR-452*	0	-2.37992	1.67953	0
hsa-miR-453	0	-0.530616	1.68176	0
hsa-miR-454	0	419.699	38.6366	1
hsa-miR-454*	0	35.4718	3.14029	1
hsa-miR-455-3p	0	-0.504549	2.37905	0
hsa-miR-455-5p	0	1.47962	2.38967	0
hsa-miR-483-3p	0	-0.0306615	2.37957	0
hsa-miR-483-5p	0	0.505538	2.3821	0
hsa-miR-484	0	790.714	64.9106	1
hsa-miR-485-3p	0	92.5138	8.54032	1
hsa-miR-485-5p	0	8.06015	2.07521	1
hsa-miR-486-3p	0	91.864	7.93395	1
hsa-miR-486-5p	0	2464.76	186.534	1
hsa-miR-487a	0	15.9001	2.72342	1
hsa-miR-487b	0	171.709	14.8364	1
hsa-miR-488	0	-0.928243	2.37796	0
hsa-miR-488*	0	-0.979646	2.37807	0
hsa-miR-489	0	-1.03821	2.37622	0
hsa-miR-490-3p	0	1.84857	2.3894	0
hsa-miR-490-5p	0	-0.193471	1.68212	0
hsa-miR-491-3p	0	1.72936	1.69543	0
hsa-miR-491-5p	0	7.32954	1.88073	1
hsa-miR-492	0	-0.912533	2.37786	0
hsa-miR-493	0	-0.167346	1.68509	0
hsa-miR-493*	0	67.0881	6.35128	1
hsa-miR-494	0	18.3946	2.72078	1
hsa-miR-495	0	157.319	12.978	1
hsa-miR-496	0	1.75353	2.40792	0
hsa-miR-497	0	134.394	12.4143	1
hsa-miR-497*	0	-0.960005	1.68396	0
hsa-miR-498	0	2.50133	2.38803	0
hsa-miR-499-3p	0	-0.288355	1.68388	0
hsa-miR-499-5p	0	6.54602	2.43409	0
hsa-miR-500	0	0.249016	1.95126	0
hsa-miR-500*	0	74.1296	6.51039	1
hsa-miR-501-3p	0	26.6163	2.50269	1
hsa-miR-501-5p	0	10.2605	1.84158	1
hsa-miR-502-3p	0	52.7006	5.11138	1
hsa-miR-502-5p	0	21.0503	3.06974	1
hsa-miR-503	0	92.2227	6.95205	1
hsa-miR-504	0	-1.11646	1.68154	0
hsa-miR-505	0	273.462	23.6059	1
hsa-miR-505*	0	128.858	8.94291	1
hsa-miR-506	0	0.834505	2.38375	0
hsa-miR-507	0	-0.118944	2.37577	0
hsa-miR-508-3p	0	1.1005	2.38464	0
hsa-miR-508-5p	0	0.188033	1.95452	0
hsa-miR-509-3-5p	0	-2.69098	2.37501	0
hsa-miR-509-3p	0	0.133126	2.37846	0
hsa-miR-509-5p	0	-0.813284	2.37711	0
hsa-miR-510	0	-0.326418	2.37938	0
hsa-miR-511	0	-0.277344	1.6864	0
hsa-miR-512-3p	0	-0.524029	2.38151	0
hsa-miR-512-5p	0	-1.86066	2.37519	0
hsa-miR-513a-3p	0	-1.10219	1.68158	0
hsa-miR-513a-5p	0	0.549392	2.38017	0
hsa-miR-513b	0	2.03444	1.68709	0
hsa-miR-513c	0	-0.52514	1.68123	0
hsa-miR-514	0	2.1874	2.39262	0
hsa-miR-515-3p	0	0.686682	2.37882	0
hsa-miR-515-5p	0	0.575965	2.02091	0
hsa-miR-516a-3p	0	-0.605439	1.9496	0
hsa-miR-516a-5p	0	-2.29874	2.37583	0
hsa-miR-516b	0	0.577347	2.38326	0
hsa-miR-517*	0	-0.786499	2.37684	0
hsa-miR-517a	0	0.525143	2.3812	0
hsa-miR-517b	0	-1.9919	2.37594	0
hsa-miR-517c	0	0.327802	2.38101	0
hsa-miR-518a-3p	0	-1.31434	2.37982	0
hsa-miR-518b	0	-2.41409	2.37519	0
hsa-miR-518c	0	-0.0739946	2.37675	0
hsa-miR-518c*	0	-1.09985	2.37555	0
hsa-miR-518d-3p	0	-0.473644	2.37709	0
hsa-miR-518d-5p	0	-0.610923	2.37681	0
hsa-miR-518e	0	-1.47808	2.37622	0
hsa-miR-518e*	0	1.45238	1.96575	0
hsa-miR-518f	0	-1.65541	2.37524	0
hsa-miR-518f*	0	-0.536713	2.37947	0
hsa-miR-519a	0	0.19931	2.37861	0
hsa-miR-519b-3p	0	-1.80811	2.37506	0
hsa-miR-519c-3p	0	1.00034	2.38213	0
hsa-miR-519d	0	-1.25097	2.37538	0
hsa-miR-519e	0	1.72973	2.3808	0
hsa-miR-519e*	0	-2.18988	2.37502	0
hsa-miR-520a-3p	0	1.26521	2.38237	0
hsa-miR-520a-5p	0	-0.497402	2.37678	0
hsa-miR-520b	0	0.139238	2.37536	0
hsa-miR-520c-3p	0	0.497276	2.37936	0
hsa-miR-520d-3p	0	0.377211	2.38069	0
hsa-miR-520d-5p	0	-2.42292	2.37532	0
hsa-miR-520e	0	0.705911	1.95157	0
hsa-miR-520f	0	1.74353	2.38383	0
hsa-miR-520g	0	1.66208	2.38286	0
hsa-miR-520h	0	0.406382	1.9553	0
hsa-miR-521	0	-0.24264	2.37923	0
hsa-miR-522	0	0.746956	2.37841	0
hsa-miR-523	0	-2.07218	2.37549	0
hsa-miR-524-3p	0	-0.907405	2.37548	0
hsa-miR-524-5p	0	-0.633108	2.38213	0
