	GSM857496	GSM857497	GSM857498	GSM857499	GSM857500
ILMN_1779076	173.3962	173.0969	216.8799	185.9099	149.1637
ILMN_1779078	145.3062	123.3287	141.8965	105.3499	101.0467
ILMN_1779095	120.0664	120.6452	114.547	113.9819	114.3832
ILMN_1779109	99.48022	110.5363	111.6156	110.2144	109.6693
ILMN_1779144	112.4372	120.2984	120.1078	114.7692	118.7313
ILMN_1779147	244.4303	233.6695	424.0387	535.1377	756.0729
ILMN_1779153	211.1717	253.5925	226.2243	111.5999	123.6244
ILMN_1779155	107.6273	113.3556	113.9991	129.3804	124.1407
ILMN_1779163	1263.45	1097.692	1661.433	1391.881	1297.904
ILMN_1779171	131.5257	146.4243	122.7633	1707.109	2229.744
ILMN_1779177	458.2492	215.3097	162.2288	451.9204	351.2161
ILMN_1779182	4109.022	3606.951	3868.131	3613.867	3824.258
ILMN_1779184	258.75	379.144	573.0168	475.5667	294.693
ILMN_1779185	991.4357	1072.39	1052.591	966.0801	1158.947
ILMN_1779188	114.4336	109.6114	119.5246	116.0138	132.1622
ILMN_1779190	201.3188	144.174	118.8787	163.224	127.6317
ILMN_1779195	123.1865	114.508	124.713	140.6849	115.8417
ILMN_1779213	150.5386	167.4388	876.937	273.4749	265.114
ILMN_1779214	250.7705	240.0426	268.438	209.5129	306.5052
ILMN_1779225	109.1355	133.4098	114.4295	106.8872	111.901
ILMN_1779228	1545.331	1357.313	1321.678	1680.2	2974.149
ILMN_1779234	257.8726	216.107	130.0107	170.6174	170.9824
ILMN_1779235	125.8728	132.6416	122.5742	138.8399	129.5681
ILMN_1779241	262.9314	188.9458	271.998	235.5282	149.0306
ILMN_1779252	312.8529	211.6586	199.4939	146.4019	227.1746
ILMN_1779256	132.7313	128.6742	138.6456	145.509	171.6416
ILMN_1779257	237.8353	222.3668	141.5098	181.8055	225.5336
ILMN_1779258	133.6037	127.546	118.1224	4420.968	4582.194
ILMN_1779264	864.9319	877.6434	780.139	1085.876	1033.819
ILMN_1779265	136.034	136.5828	125.9871	135.1471	153.0303
ILMN_1779279	487.4904	434.6221	506.1373	508.573	652.8582
ILMN_1779280	135.6173	153.0184	142.988	181.7454	175.3571
ILMN_1779282	103.9183	129.4243	134.2642	124.603	118.3648
ILMN_1779304	127.8911	122.1189	127.0821	120.9072	118.6031
ILMN_1779324	120.37	119.4932	124.4774	117.3714	149.9046
ILMN_1779333	120.9701	122.7257	130.164	110.367	114.853
ILMN_1779341	347.766	573.4963	645.225	121.5475	122.615
ILMN_1779343	338.9304	338.3096	203.8223	218.1941	148.0829
ILMN_1779347	123.7804	128.8449	132.4093	135.7959	135.1324
ILMN_1779353	342.6022	238.492	160.7474	765.8854	927.2375
ILMN_1779356	226.0261	199.6336	136.3775	1168.809	848.0032
ILMN_1779370	175.1897	179.0995	174.2534	135.2777	163.6511
ILMN_1779373	120.5535	108.4117	121.4722	119.2885	114.6497
ILMN_1779374	446.7394	333.9989	322.655	290.6974	394.1457
ILMN_1779376	763.84	898.6381	703.574	792.304	878.8346
ILMN_1779381	124.4487	120.1613	137.5735	284.4594	328.4821
ILMN_1779386	126.3557	134.0082	137.235	117.592	124.8837
ILMN_1779399	5529.646	5886.833	4995.1	2284.363	2841.3
ILMN_1779401	1698.38	1212.604	1142.351	1149.044	1430.796
ILMN_1779404	5188.757	3082.728	3427.377	6289.946	4100.781
ILMN_1779406	146.8332	156.3694	130.538	150.8576	137.9505
ILMN_1779410	140.2573	131.2591	118.6356	116.4787	107.9287
ILMN_1779412	126.3454	138.2736	116.0262	128.2099	140.4209
ILMN_1779416	125.6091	116.7603	117.4462	112.6626	112.9709
ILMN_1779423	1089.937	1297.587	2363.405	198.6212	183.9313
ILMN_1779428	19832.57	26935.18	21539.04	128.9114	120.1942
ILMN_1779446	132.6687	112.802	129.1279	118.3457	116.449
ILMN_1779448	332.0882	486.7267	725.696	717.0388	591.1615
ILMN_1779467	118.5654	141.3896	145.8955	150.988	125.6895
ILMN_1779470	190.6252	220.6414	197.647	158.0736	140.7088
ILMN_1779475	110.6781	133.1532	119.8744	115.5319	108.8043
ILMN_1779480	115.97	130.4301	124.3833	205.0993	253.6233
ILMN_1779481	1152.31	1259.418	1121.836	110.6868	123.5827
ILMN_1779486	160.382	169.289	125.6119	120.3097	187.56
ILMN_1779488	128.6141	123.2174	122.723	113.065	135.0567
ILMN_1779492	759.325	975.4023	705.5966	151.8657	179.2649
ILMN_1779497	149.6361	142.119	122.3125	190.7889	164.4079
ILMN_1779501	112.9476	110.2397	106.3282	123.0143	120.1059
ILMN_1779510	131.5856	112.8452	138.4031	139.1136	124.6774
ILMN_1779512	191.0179	224.3605	241.3404	255.6762	194.9387
ILMN_1779515	113.3556	134.3085	117.2915	143.2479	122.8098
ILMN_1779517	358.7768	320.8698	276.3393	155.9884	124.3095
ILMN_1779522	154.3002	155.2051	131.1933	143.8522	145.0498
ILMN_1779524	111.0294	108.8906	111.2586	112.5182	104.509
ILMN_1779530	229.31	205.0993	190.1351	229.5709	239.415
ILMN_1779536	125.4171	131.9617	127.3729	124.7138	179.8813
ILMN_1779547	248.1141	279.6751	219.5419	140.0286	152.7935
ILMN_1779555	135.8019	162.0757	125.1414	104.3224	116.5705
ILMN_1779558	523.6847	654.6156	860.5931	738.9078	580.1405
ILMN_1779572	134.8943	137.2724	122.8898	126.5756	113.4975
ILMN_1779579	138.1481	162.0507	121.8287	115.9463	117.7585
ILMN_1779584	310.0949	265.8318	274.805	478.7926	547.4612
ILMN_1779597	147.6221	149.2785	135.6941	142.1987	131.301
ILMN_1779600	116.1589	116.0709	112.7068	197.7289	178.3466
ILMN_1779615	3774.072	2896.61	1689.773	121.543	138.0522
ILMN_1779616	817.8412	706.1547	396.9785	1176.409	1213.747
ILMN_1779625	117.213	120.2273	137.1266	127.9696	119.7763
ILMN_1779632	149.1343	129.5767	120.5227	156.129	146.3643
ILMN_1779633	1642.901	1558.777	1694.869	1995.747	2297.422
ILMN_1779639	117.6075	145.3713	115.4554	278.6599	262.6473
ILMN_1779648	802.5684	904.0052	590.8758	777.715	524.2142
ILMN_1779663	130.8509	107.3245	116.5001	261.8168	236.2658
ILMN_1779670	107.4037	115.8682	120.5681	111.355	117.327
ILMN_1779673	114.9855	110.5127	148.4549	128.503	118.7462
ILMN_1779674	2478.664	2537.093	2260.107	312.3117	317.7164
ILMN_1779677	131.0236	123.2006	116.6632	129.6399	137.2596
ILMN_1779685	127.3869	115.6857	142.4232	159.1677	162.7695
ILMN_1779698	134.8575	113.9081	116.3728	115.7682	116.3142
ILMN_1779702	115.2942	136.13	155.8342	124.605	120.5178
ILMN_1779703	111.4237	160.5058	142.1419	125.4218	117.5388
ILMN_1779706	275.7684	355.0548	374.9972	356.8156	514.3379
ILMN_1779710	1325.573	1067.787	582.5806	118.0822	133.1797
ILMN_1779711	465.6094	385.8672	219.0508	310.7616	353.4331
ILMN_1779713	129.3206	119.4584	107.0751	132.2653	128.0863
ILMN_1779735	3824.258	4446.012	6699.982	6086.781	4439.974
ILMN_1779742	128.3673	112.2427	114.5235	119.1117	121.2258
ILMN_1779743	115.08	117.002	123.1248	116.7459	105.1684
ILMN_1779751	413.5438	508.9653	506.5995	576.0132	562.1685
ILMN_1779752	126.1761	111.3682	126.9893	129.4182	135.5759
ILMN_1779758	110.9727	125.584	127.5794	119.4631	134.9912
ILMN_1779765	136.1454	119.0126	120.241	128.5866	116.1975
ILMN_1779778	128.3141	115.8534	132.3713	235.5769	190.115
ILMN_1779780	132.5593	145.4826	124.118	153.823	130.7864
ILMN_1779783	123.2362	123.8467	140.2812	149.5482	133.0658
ILMN_1779785	131.5392	128.1096	159.7316	115.159	113.5361
ILMN_1779788	137.3481	165.6359	136.9149	126.0464	137.9254
ILMN_1779794	131.8813	124.1304	145.1772	159.8627	131.1096
ILMN_1779795	113.0215	126.6878	120.8751	137.2633	151.3605
ILMN_1779796	137.4323	137.8049	132.1497	127.4405	130.6319
ILMN_1779800	11136.71	12237.17	13828.59	177.7668	205.3939
ILMN_1779813	1544.715	2040.912	3201.779	2211.209	1851.085
ILMN_1779825	106.0012	124.284	127.2525	133.2743	157.856
ILMN_1779828	224.3605	192.0332	196.9843	201.0128	302.2773
ILMN_1779832	195.4727	197.6254	192.3963	228.5444	226.0482
ILMN_1779835	139.5572	130.9619	128.9385	124.7206	134.6409
ILMN_1779841	6868.151	8350.631	12363.32	122.5608	134.0944
ILMN_1779847	195.5581	202.5165	154.1362	140.2529	143.4685
ILMN_1779852	25356.68	29224.16	26143.25	257.8726	199.4027
ILMN_1779854	140.1998	114.8799	118.6886	137.6277	130.172
ILMN_1779855	117.5388	116.9378	122.2728	230.4797	165.9151
ILMN_1779857	135.7177	151.1522	157.7155	193.4847	191.3952
ILMN_1779858	132.0556	123.4037	135.6344	127.6773	121.87
ILMN_1779861	120.5416	119.3513	120.6567	124.6184	112.9337
ILMN_1779875	315.7451	342.1728	201.9862	3288.929	2905.359
ILMN_1779882	150.06	145.5492	132.3803	155.8645	133.939
ILMN_1779886	122.4943	121.3095	130.9255	738.551	831.3152
ILMN_1779887	118.6011	134.8092	110.121	138.039	134.1031
ILMN_1779890	112.4017	110.6268	111.5457	110.1329	119.5203
ILMN_1779897	172.4089	182.8209	824.4669	155.2695	145.519
ILMN_1779914	149.6273	133.5547	125.8607	134.7894	141.4626
ILMN_1779915	122.6535	131.5734	123.2769	133.2706	176.8584
ILMN_1779917	227.2816	287.7573	378.9508	115.3452	131.0978
ILMN_1779934	152.5601	134.0686	157.1789	195.2443	165.2141
ILMN_1779951	126.3093	116.8399	114.702	113.8104	113.3719
ILMN_1779965	185.7435	153.9176	249.2568	204.357	239.0973
ILMN_1779969	138.7171	118.4808	143.0498	126.2623	121.13
ILMN_1779974	139.0599	145.0575	142.9195	141.8445	143.218
ILMN_1779979	113.6093	114.4019	96.91907	248.4538	293.8257
ILMN_1779984	149.709	125.2049	121.6411	122.9203	118.1687
ILMN_1779987	133.2648	131.8964	153.8283	122.6076	134.8028
ILMN_1779989	255.5193	297.1829	261.9214	214.5061	180.1217
ILMN_1779997	107.1954	112.6016	115.573	425.5294	275.6255
ILMN_1780026	146.184	125.5402	124.6147	131.6358	130.1867
ILMN_1780036	166.4588	152.7593	126.9673	5596.794	6471.012
ILMN_1780041	132.3747	141.2824	125.7058	122.4369	121.0544
ILMN_1780047	116.6609	116.7376	120.7091	139.0025	128.5947
ILMN_1780057	179.6531	251.9861	274.0139	528.034	385.4313
ILMN_1780058	928.3845	712.6945	486.9914	732.9326	937.0779
ILMN_1780060	150.264	136.7046	263.4921	173.8722	135.139
ILMN_1780083	116.8307	113.2813	128.0538	126.4213	159.2895
ILMN_1780100	126.4946	118.3549	117.602	142.9426	135.2557
ILMN_1780103	111.7733	113.1725	117.3889	116.6589	108.7102
ILMN_1780108	168.2495	174.7138	135.6604	111.6917	106.3567
ILMN_1780117	280.3412	273.3717	291.0791	115.0616	126.0038
ILMN_1780132	127.4854	109.2422	111.536	246.7562	343.0429
ILMN_1780134	129.0994	131.3606	110.6628	127.7995	121.6084
ILMN_1780141	228.2841	168.721	129.8779	2359.004	3031.99
ILMN_1780143	120.6313	136.223	127.3947	133.6958	130.5518
ILMN_1780146	159.5654	173.4184	162.0599	144.1371	161.453
ILMN_1780153	188.7028	177.035	266.0014	668.7615	605.4122
ILMN_1780170	112.9838	113.2687	109.6586	110.5902	102.5556
ILMN_1780172	185.2873	135.3709	269.8169	150.0704	138.1951
ILMN_1780181	118.8506	126.6265	109.6292	118.9027	118.2868
ILMN_1780188	197.1248	211.261	161.5445	197.2513	186.9184
ILMN_1780189	1560.552	1246.574	1182.982	3291.402	3382.508
ILMN_1780197	191.7205	206.9746	146.81	152.5176	184.7287
ILMN_1780218	114.8912	129.1759	120.9299	142.1725	131.2736
ILMN_1780222	124.712	125.3109	122.3661	131.2305	145.0065
ILMN_1780236	123.2738	124.6003	122.8156	754.2201	711.1777
ILMN_1780255	114.1018	112.0575	117.3084	285.5907	199.5873
ILMN_1780268	142.1164	139.7152	156.955	158.2155	152.7282
ILMN_1780274	109.9421	120.8678	132.0882	121.0434	118.5008
ILMN_1780283	171.1134	162.49	168.631	176.8452	122.3229
ILMN_1780291	120.2688	139.8121	152.194	112.4273	114.8751
ILMN_1780292	111.3477	127.7134	122.3097	126.585	179.127
ILMN_1780298	387.0193	273.6902	255.0154	397.6404	264.5189
ILMN_1780299	123.4906	124.4708	132.2992	122.4012	122.3293
ILMN_1780302	880.6759	1006.885	1063.291	909.3586	1195.636
ILMN_1780306	117.5525	129.1562	139.363	128.6649	120.4821
ILMN_1780308	127.2159	124.7955	138.9982	126.5783	131.4119
ILMN_1780315	754.3953	778.0803	680.2681	829.5029	577.5532
ILMN_1780326	124.0912	124.4727	118.1532	111.0819	131.7537
ILMN_1780334	125.3677	125.3826	142.2465	146.2718	169.7903
ILMN_1780344	120.3963	122.0992	117.1712	111.7684	125.8586
ILMN_1780349	121.1195	136.2999	114.1338	153.4449	121.642
ILMN_1780356	128.2832	113.0753	116.6425	123.9898	115.1386
ILMN_1780357	216.3099	189.5848	273.6247	190.168	141.2875
ILMN_1780365	120.2939	130.7533	121.4463	120.7931	131.2964
ILMN_1780368	122.124	105.8958	108.1465	100.9944	110.9549
ILMN_1780373	135.8774	109.5805	125.3458	121.8054	114.97
ILMN_1780382	146.1805	137.4888	122.5502	1636.595	1635.399
ILMN_1780397	129.0268	114.1949	116.7502	114.8949	120.4575
ILMN_1780400	127.6254	122.0016	146.9	131.2117	127.8923
ILMN_1780406	116.8136	118.7227	122.3786	119.726	105.2289
ILMN_1780411	116.0021	109.7684	108.6353	122.8832	123.4348
ILMN_1780417	226.7213	278.402	288.3123	172.9049	186.4116
ILMN_1780422	124.5082	127.5566	153.1863	117.6043	105.6953
ILMN_1780444	225.7467	196.5879	224.8402	198.9306	239.5466
ILMN_1780455	1372.32	1324.626	1239.239	135.9745	119.9572
ILMN_1780460	175.931	173.954	135.1276	139.9705	160.7474
ILMN_1780465	111.4801	107.9531	107.1489	98.26971	108.1465
ILMN_1780485	112.9824	132.3131	130.2245	126.1672	124.3021
ILMN_1780496	122.8497	122.8878	120.0011	134.8267	154.3338
ILMN_1780502	125.7191	105.9288	121.6438	198.4436	221.7915
ILMN_1780504	142.6205	132.747	124.7716	134.7399	148.8454
ILMN_1780508	121.9426	142.8148	134.636	137.4868	136.195
ILMN_1780516	722.4101	500.4462	261.1091	104.8421	107.0461
ILMN_1780533	161.1604	184.6288	111.1755	132.6285	114.9969
ILMN_1780546	120.844	116.9858	126.1036	133.1294	146.0509
ILMN_1780551	114.2996	140.9047	119.297	143.5498	133.9991
ILMN_1780559	108.3973	136.8549	127.1277	131.1489	120.2591
ILMN_1780560	117.7385	112.6238	123.6643	172.2798	211.4406
ILMN_1780566	108.6353	113.82	126.4144	113.9409	127.5763
ILMN_1780575	129.1239	120.7744	131.064	115.6189	127.667
ILMN_1780576	930.8555	1288.331	1035.171	119.7996	142.0199
ILMN_1780582	433.8292	394.2905	252.5917	338.2029	258.1626
ILMN_1780591	187.4994	170.1231	215.2638	258.1966	261.4863
ILMN_1780598	588.4335	719.7749	868.5803	417.1088	533.4704
ILMN_1780601	123.4704	112.8066	105.8113	113.8849	105.057
ILMN_1780605	134.962	137.3805	141.5291	118.2296	124.5303
ILMN_1780613	131.3728	118.4192	119.6442	124.2101	129.203
ILMN_1780618	168.9353	167.5499	225.5597	166.6297	180.9588
ILMN_1780622	115.3796	135.0467	122.7996	128.4707	130.9026
ILMN_1780625	127.5395	120.0852	137.1215	129.3999	113.8021
ILMN_1780630	124.5248	119.6329	117.1678	118.2419	117.4625
ILMN_1780637	111.3301	131.6823	142.2578	144.683	115.4628
ILMN_1780649	130.991	119.8497	132.6565	120.2464	117.8318
ILMN_1780656	101.1673	149.0951	125.1163	122.2227	134.9957
ILMN_1780659	139.578	113.1607	121.0997	222.2564	199.5294
ILMN_1780663	239.5186	250.4702	233.4336	111.084	116.4881
ILMN_1780667	913.8013	926.0139	963.5712	2062.019	1718.503
ILMN_1780669	132.7287	113.131	118.2387	112.6905	105.273
ILMN_1780671	128.7129	130.2461	132.2285	1161.06	725.8442
ILMN_1780680	120.07	126.6498	114.6993	120.4167	125.6602
ILMN_1780693	201.912	135.2097	147.3622	118.0713	126.1086
ILMN_1780698	147.0753	149.682	159.8694	555.8315	432.2514
ILMN_1780699	149.9388	127.5687	123.6046	2630.077	2686.599
ILMN_1780700	267.4857	234.55	179.8311	182.3106	217.9236
ILMN_1780705	109.618	114.7282	105.2289	135.0871	120.0937
ILMN_1780711	136.5432	130.4819	138.4977	433.0847	324.565
ILMN_1780748	360.5218	360.5848	145.3298	122.7082	125.145
ILMN_1780756	134.9986	129.5647	134.7565	1842.273	1828.762
ILMN_1780758	145.5492	132.5226	132.5361	189.7004	191.8137
ILMN_1780762	129.3639	125.38	109.735	120.5776	132.7485
ILMN_1780763	106.4857	125.4806	115.8109	115.7527	120.8395
ILMN_1780769	5001.49	5196.974	3195.14	6418.49	6198.847
ILMN_1780772	147.9666	166.5306	194.6368	125.8063	123.7495
ILMN_1780773	128.5812	142.8552	147.4916	653.0522	968.1285
ILMN_1780774	109.451	124.2101	137.6547	139.3854	121.1205
ILMN_1780777	115.5281	114.6663	150.9451	125.7081	136.5249
ILMN_1780783	148.5029	133.1544	131.9539	176.1241	137.6429
ILMN_1780786	142.8018	121.528	113.7572	122.0447	120.2908
ILMN_1780790	438.4792	468.0858	249.629	177.0733	147.6038
ILMN_1780798	112.4288	128.484	122.1221	114.2868	121.0385
ILMN_1780799	128.3305	153.6026	122.2562	136.5186	192.9962
ILMN_1780806	145.3261	148.29	207.273	191.2551	170.8895
ILMN_1780808	120.6433	117.8553	117.5545	123.2891	112.858
ILMN_1780824	253.5318	316.0844	327.1978	180.2373	150.2827
ILMN_1780825	368.7006	467.5453	267.2418	1777.612	1816.079
ILMN_1780827	125.5659	125.1731	123.9992	123.9594	127.2379
ILMN_1780831	842.3241	884.8627	606.6879	150.7681	145.5064
ILMN_1780840	124.0893	123.9203	121.3322	112.309	109.3093
ILMN_1780842	109.5064	129.8301	131.9764	239.8868	208.2704
ILMN_1780861	114.3476	126.0019	140.137	958.1925	799.9245
ILMN_1780887	503.5958	475.8425	688.9602	616.74	747.741
ILMN_1780894	268.4019	214.7701	228.4111	259.6466	232.7792
ILMN_1780898	119.3797	119.1662	111.341	254.7994	263.951
ILMN_1780904	136.7027	133.136	122.7643	144.1519	135.3291
ILMN_1780911	126.8886	145.1677	141.4875	133.9176	126.1271
ILMN_1780913	748.6918	690.8892	503.234	127.1908	134.5067
ILMN_1780923	137.3823	122.5254	120.1279	127.9077	118.5057
ILMN_1780924	114.1516	108.5036	110.8559	169.4667	206.7175
ILMN_1780937	107.3172	100.5814	108.341	470.6515	473.5216
ILMN_1780940	250.5007	327.6456	206.6197	909.6791	888.8519
ILMN_1780942	145.2238	152.6285	127.9387	141.7537	126.0732
ILMN_1780952	109.3071	115.7527	114.7402	127.5229	110.3951
ILMN_1780966	124.4439	131.1536	127.4689	128.8753	126.2519
ILMN_1780968	132.8855	124.0994	122.6554	127.8374	128.3154
ILMN_1780987	602.1851	765.3079	1104.051	1429.772	1251.943
ILMN_1780991	131.9786	155.4455	156.8149	135.4936	134.9331
ILMN_1780996	119.2488	103.9122	119.2612	116.0624	123.5817
ILMN_1781001	345.3852	366.4236	198.2454	206.836	209.2883
ILMN_1781010	216.8409	194.2307	247.967	226.0051	228.8888
ILMN_1781013	152.5029	144.9074	197.7486	162.1217	142.5257
ILMN_1781016	131.3274	122.4483	116.1688	135.4752	149.7902
ILMN_1781025	113.6967	118.3879	107.4929	131.0513	114.2816
ILMN_1781027	114.5722	106.6389	148.5114	119.9424	108.9613
ILMN_1781028	163.4338	161.6928	171.4935	162.9733	173.1827
ILMN_1781031	126.925	130.6981	131.2554	130.0463	160.031
ILMN_1781039	1402.136	1314.582	2098.347	134.8316	138.9854
ILMN_1781045	120.6373	128.5936	125.2769	139.5907	121.6773
ILMN_1781057	1699.975	1912.399	1979.395	142.292	137.4268
ILMN_1781060	106.7716	112.4257	113.2028	280.3762	228.988
ILMN_1781066	108.0381	114.624	113.065	112.4111	113.9146
ILMN_1781073	169.1694	144.801	128.7816	115.8341	124.5178
ILMN_1781076	120.501	130.1408	112.805	121.6411	123.4482
ILMN_1781077	148.1875	134.3721	132.9219	151.4986	175.855
ILMN_1781085	114.3233	118.5085	124.3069	120.0977	121.9142
ILMN_1781086	119.5236	109.0723	130.3895	108.1298	125.0313
ILMN_1781097	421.2446	431.4349	265.9647	693.9639	1122.459
ILMN_1781098	170.6377	157.2517	170.8469	184.343	174.581
ILMN_1781099	124.1722	114.2855	109.5035	605.2594	682.2919
ILMN_1781102	283.0497	264.5189	138.7359	192.268	265.2656
ILMN_1781104	137.8395	150.9743	166.6512	257.2062	211.9203
ILMN_1781121	177.9929	217.082	231.3926	133.4392	137.874
ILMN_1781135	296.1848	456.12	335.6648	147.0972	146.7144
ILMN_1781137	12691.79	17922.66	15793.22	122.5666	138.6908
ILMN_1781145	115.2176	110.121	122.9598	114.4858	114.3514
ILMN_1781148	112.1191	122.3009	122.0282	122.9945	114.5222
ILMN_1781149	128.7963	123.3625	134.9478	107.6961	119.4136
ILMN_1781150	179.6406	224.7081	183.4055	131.2254	136.3122
ILMN_1781151	374.3229	408.164	260.0741	330.4819	396.8946
ILMN_1781155	113.0046	120.843	134.6718	852.7271	928.3845
ILMN_1781173	128.6353	110.8733	126.7235	130.6734	114.4711
ILMN_1781174	177.5146	193.8448	135.4214	194.3678	173.4324
ILMN_1781182	120.7776	120.7431	119.8815	229.2616	149.7531
ILMN_1781184	127.3808	135.0637	122.3509	125.9379	134.0973
ILMN_1781198	174.6206	177.1408	178.3834	162.9991	140.6172
ILMN_1781207	404.3275	365.5614	220.2739	252.5596	287.9126
ILMN_1781221	136.3691	127.8975	121.6915	126.678	128.7575
ILMN_1781222	146.0005	125.9391	115.6189	136.5942	141.7511
ILMN_1781225	452.4274	411.2446	297.463	345.2105	355.9767
ILMN_1781231	238.492	268.8913	247.6823	676.8778	549.879
ILMN_1781234	209.4671	213.2604	302.6693	322.0226	279.7118
ILMN_1781236	152.6174	127.41	148.8242	122.3751	128.5306
ILMN_1781242	130.5862	118.2757	129.7386	155.9209	150.7912
ILMN_1781251	172.1945	161.8833	157.5303	131.0534	130.4385
ILMN_1781255	127.4999	114.6993	107.872	141.3948	129.6857
ILMN_1781256	144.7912	122.5942	178.4104	440.1238	325.3745
ILMN_1781257	4456.154	4467.038	4303.728	145.3782	146.4644
ILMN_1781261	112.6698	123.0009	125.7788	121.3645	126.9922
ILMN_1781270	155.1376	137.5546	157.9568	148.1684	127.8485
ILMN_1781275	122.014	127.5442	122.5646	110.2709	118.7541
ILMN_1781276	121.1366	104.5497	115.135	113.9946	116.7603
ILMN_1781280	610.9345	631.068	459.0745	116.881	119.1205
ILMN_1781281	597.9467	607.7735	647.9443	744.2587	541.8397
ILMN_1781285	430.7385	441.1457	667.7267	626.4984	684.121
ILMN_1781290	249.9041	293.569	301.0526	5992.877	5551.198
ILMN_1781345	206.7175	228.2841	415.3047	128.8717	138.1854
ILMN_1781356	522.626	540.8478	583.4722	121.4473	120.7159
ILMN_1781360	121.3043	155.4143	169.7688	190.7614	171.4819
ILMN_1781373	308.3424	336.9443	380.3979	116.6535	116.3863
ILMN_1781374	129.0301	123.1129	122.7756	696.6714	573.0168
ILMN_1781381	116.2964	126.0131	125.3232	123.5205	124.2041
ILMN_1781383	263.951	280.7062	317.2215	207.5078	178.6945
ILMN_1781386	141.5863	159.9012	133.0332	323.7047	402.8829
ILMN_1781388	118.1971	120.5294	124.9474	134.8183	124.3661
ILMN_1781389	132.9482	119.4977	130.9099	129.161	116.963
ILMN_1781390	127.0303	136.8495	290.618	318.5677	205.036
ILMN_1781398	124.9145	131.4902	135.9745	123.1304	125.0445
ILMN_1781400	142.0559	135.4006	123.4819	329.6513	320.4783
ILMN_1781403	115.7716	133.2042	129.179	127.88	118.9047
ILMN_1781416	160.9489	199.0267	200.2251	165.8674	151.0563
ILMN_1781419	1945.181	1876.296	1790.128	2297.422	1764.699
ILMN_1781431	189.4174	158.6236	123.5538	140.7182	154.2665
ILMN_1781450	126.8724	123.9444	121.1623	116.3356	117.928
ILMN_1781454	370.8946	326.0112	402.3179	1739.091	1634.619
ILMN_1781457	186.4903	222.2331	226.7468	662.1135	682.7368
ILMN_1781459	103.1179	117.3603	106.8206	118.7322	110.4433
