"GSM1512142"	"GSM1512143"	"GSM1512144"	"GSM1512145"	"GSM1512146"	"GSM1512147"	"GSM1512148"	"GSM1512149"	"GSM1512150"	"GSM1512151"	"GSM1512152"	"GSM1512154"	"GSM1512177"	"GSM1512178"	"GSM1512179"	"GSM1512180"	"GSM1512181"	"GSM1512182"	"GSM1512183"	"GSM1512184"	"GSM1512191"	"GSM1512192"	"GSM1512296"	"GSM1512297"	"GSM1512298"	"GSM1512299"	"GSM1512312"	"GSM1512313"	"GSM1512314"	"GSM1512367"	"GSM1512368"	"GSM1512369"	"GSM1512370"	"GSM1512371"	"GSM1512372"	"GSM1512373"	"GSM1512374"	"GSM1512439"	"GSM1512441"	"GSM1512442"	"GSM1512443"	"GSM1512444"	"GSM1512463"	"GSM1512464"	"GSM1512465"	"GSM1512466"	"GSM1512478"	"GSM1512480"	"GSM1512481"	"GSM1512493"	"GSM1512502"	"GSM1512503"	"GSM1512510"	"GSM1512511"	"GSM1512512"	"GSM1512513"	"GSM1512514"	"GSM1512515"	"GSM1512516"	"GSM1512520"	"GSM1512521"	"GSM1512522"	"GSM1512523"	"GSM1512524"	"GSM1512528"	"GSM1512529"	"GSM1512536"	"GSM1512537"	"GSM1512539"	"GSM1512541"	"GSM1512582"	"GSM1512583"	"GSM1512585"	"GSM1512659"	"GSM1512660"	"GSM1512661"	"GSM1512662"	"GSM1512663"	"GSM1512664"	"GSM1512665"	"GSM1512666"	"GSM1512667"	"GSM1512668"	"GSM1512696"	"GSM1512697"	"GSM1512698"	"GSM1512709"	"GSM1512710"	"GSM1512711"	"GSM1512761"	"GSM1512762"	"GSM1512763"	"GSM1512764"	"GSM1512765"	"GSM1512766"	"GSM1512767"	"GSM1512768"	"GSM1512780"	"GSM1512781"	"GSM1512782"	"GSM1512783"	"GSM1512784"	"GSM1512785"	"GSM1512786"	"GSM1512787"	"GSM1512791"	"GSM1512792"	"GSM1512793"	"GSM1512794"	"GSM1512795"	"GSM1512796"	"GSM1512797"	"GSM1512798"	"GSM1512799"	"GSM1512800"	"GSM1512801"	"GSM1512802"	"GSM1512803"	"GSM1512804"	"GSM1512805"	"GSM1512806"	"GSM1512807"	"GSM1512808"	"GSM1512809"	"GSM1512810"	"GSM1512811"	"GSM1512812"	"GSM1512813"	"GSM1512814"	"GSM1512815"	"GSM1512816"	"GSM1512817"	"GSM1512818"	"GSM1512819"	"GSM1512820"	"GSM1512821"	"GSM1512822"	"GSM1512823"	"GSM1512824"	"GSM1512825"	"GSM1512826"	"GSM1512827"	"GSM1512828"	"GSM1512829"	"GSM1512830"	"GSM1512831"	"GSM1512832"	"GSM1512837"	"GSM1512840"	"GSM1512847"	"GSM1512849"	"GSM1512850"	"GSM1512860"	"GSM1512861"	"GSM1512868"	"GSM1512869"
"hsa-miR-23a*"	1	1	1	1	1	23.55648236	9.05171592	1	1	1	1	6.164204004	1	1	1	1	1	1	1	1	11.98975214	1	60.87654909	47.60653003	80.80529075	9.145138227	30.8400858	1	27.66372736	30.35962822	35.97163966	2.787654909	20.11653956	92.64561487	33.10128694	43.60367016	11.07221163	59.5	34.55600572	1.838179218	28.95591039	24.25095329	46.30958055	17.22998093	50.60557674	87.88965682	57.4978551	68.7242612	29.61177312	71.95376549	124.6689704	42.55409914	1	1	50.20638704	29.14227836	1	15.88870353	1	6.942087703	1	1	1	22.40252622	109.2061487	1	1	1	1	1	1	28.1470448	3.229980934	7.474022879	1	1	1	1	1	1	58.6008103	26.22950429	1	1	60.69923737	45.65800763	6.799094376	1	1	21.58174452	18.957102	1	11.80004766	1	79.25476644	1	1	1	80.28789323	1	10.53789323	1	44.23951382	45.37202097	76.55600572	51.96877979	64.23999047	75.03741659	101.8303146	38.57316492	22.69041945	1	6.656101049	72.26668255	12.07769304	1	1	1	37.29766444	51.0536225	51.86582459	22.40252622	35.8315062	89.96258341	95.51596759	129.1165396	56.12559581	39.63274547	16.20424214	24.15181125	96.88965682	73.21234509	52.76382269	64.59056244	69.20090562	96.32102002	59.97878932	31.49523356	36.92183031	20.31482364	1	50.73331745	50.60557674	45.78384175	1	1	1	1	35.90157293	20.00595806	55.60653003	1	1	1	1	9.238560534
"hsa-miR-23b"	1947.648951	969.2616778	3306.918494	2046.695186	3140.744519	3670.25858	2465.313632	2141.470686	2990.154194	1865.046473	4270.083413	3483.545043	4058.375834	2990.154194	3855.335796	2465.313632	3670.25858	3306.918494	3670.25858	3670.25858	1345.299094	3483.545043	2587.059819	2990.154194	4732.879409	3140.744519	1601.973427	2587.059819	2848.46449	3762.797188	3483.545043	4270.083413	4980.898951	4980.898951	6712.01001	5515.939466	4058.375834	3855.335796	3306.918494	2141.470686	2990.154194	2587.059819	3670.25858	2990.154194	2717.280982	2352.395615	2046.695186	2990.154194	3140.744519	2990.154194	4058.375834	4058.375834	3483.545043	5247.361058	2990.154194	4732.879409	4058.375834	6377.97021	6712.01001	5780.195901	3140.744519	2848.46449	3140.744519	3855.335796	3140.744519	3306.918494	3140.744519	2046.695186	2782.872736	3140.744519	3306.918494	2990.154194	3670.25858	5780.195901	5648.067684	4058.375834	4732.879409	5247.361058	8053.918255	4058.375834	6377.97021	3140.744519	4270.083413	2526.186725	3483.545043	2587.059819	2782.872736	2352.395615	2717.280982	4058.375834	2990.154194	2717.280982	3670.25858	3395.231768	4058.375834	4270.083413	2848.46449	2848.46449	3306.918494	3483.545043	3223.831506	2848.46449	7052.158484	3670.25858	2717.280982	5515.939466	4058.375834	3670.25858	5515.939466	4270.083413	4732.879409	4980.898951	4487.367969	2990.154194	2848.46449	4980.898951	4058.375834	3306.918494	2141.470686	1947.648951	5247.361058	4487.367969	4270.083413	4980.898951	3306.918494	3670.25858	2587.059819	5515.939466	6069.108437	2717.280982	6069.108437	3855.335796	3140.744519	3670.25858	4732.879409	4980.898951	2465.313632	4058.375834	6223.539323	6712.01001	4058.375834	2990.154194	4058.375834	3670.25858	3855.335796	5515.939466	5515.939466	7052.158484	3483.545043	3855.335796	1997.172069	2848.46449	4270.083413	7052.158484	3483.545043	5780.195901
"hsa-miR-23b*"	1	1	46.8593899	1	16.76858913	23.55648236	9.05171592	65.67421354	36.12797903	10.43303146	45.65800763	55.92302193	38.00881792	57.68851287	26.80386082	24.35009533	19.04837941	31.01882745	33.44447092	21.04313632	43.23879886	57.23474738	1	47.60653003	1	77.8948999	72.8229266	75.78670162	1	51.86582459	24.15181125	85.24451859	170.0259771	58.49022879	98.27287893	64.59056244	45.37202097	1	34.55600572	40.01835081	19.04837941	1	30.07125834	55.75905624	108.6074833	54.71043851	1	51.164204	9.931601525	71.95376549	48.46258341	1	42.87821735	145.4337464	123.6017636	78.81053384	97.80219256	83.97378456	103.5402765	25.30433746	1	1	1	22.40252622	19.39537655	35.25762631	1	1	5.92778837	16.20424214	1	1	48.18612965	20.40252622	51.7628694	68.35057197	12.93255481	56.58269781	1	56.25881792	18.08508103	56.12559581	35.71711153	64.59056244	52.98522402	55.84103908	1.958293613	1	42.21830315	1	1	1	1	1	3.540753098	54.62106768	1	1	1	32.1556244	1	1	16.20424214	33.10128694	1	1	1	16.12035272	1	1	1	11.16754051	1	33.26143947	12.07769304	1	1	1	11.98975214	1	1.413012393	1	35.8315062	57.23474738	51.86582459	1	1	16.36630124	50.83817922	39.33531935	43.60367016	1	21.76858913	3.113679695	91.95162059	1	17.31768351	1	36.92183031	20.31482364	1	1	23.07793136	33.3529552	30.6093899	7.197569113	1	27.23856053	1	143.5879409	13.18422307	60.69923737	19.68755958	1	39.72259295	67.13036225
"hsa-miR-24"	8761.700429	7052.158484	2141.470686	1865.046473	1568.781697	1865.046473	1947.648951	1506.186845	1947.648951	2717.280982	8272.852002	4270.083413	1781.658484	1709.627502	1672.39633	1048.039561	2465.313632	1709.627502	1947.648951	1479.025024	3670.25858	1211.620591	639.4840324	1321.064347	984.2747855	1172.17755	2848.46449	2352.395615	2465.313632	1997.172069	2295.86928	1823.352479	2046.695186	1635.165157	2046.695186	2352.395615	2352.395615	1781.658484	2046.695186	2465.313632	5515.939466	3483.545043	1865.046473	1451.863203	587.022164	465.9091992	631.9945186	709.5138227	752.5685176	1635.165157	3140.744519	2352.395615	1506.186845	2239.342946	1709.627502	1781.658484	1064.196854	2465.313632	4487.367969	4980.898951	1672.39633	1423.666111	4270.083413	2352.395615	1253.570543	1635.165157	2587.059819	2587.059819	1865.046473	1451.863203	2046.695186	2526.186725	2465.313632	3483.545043	1947.648951	2587.059819	3670.25858	2848.46449	3306.918494	2352.395615	1781.658484	1064.196854	915.8710677	1451.863203	2046.695186	2465.313632	2046.695186	1865.046473	2990.154194	593.0164442	1172.17755	1947.648951	1865.046473	639.4840324	1568.781697	1781.658484	2046.695186	2046.695186	700.7615586	1709.627502	1395.469018	1191.899071	1709.627502	1296.8296	1537.484271	3483.545043	4487.367969	4487.367969	3855.335796	4058.375834	2239.342946	2465.313632	2141.470686	1709.627502	1947.648951	1865.046473	2141.470686	1537.484271	1709.627502	1865.046473	1865.046473	1947.648951	1781.658484	1568.781697	1211.620591	1451.863203	1296.8296	1132.433508	2587.059819	2046.695186	1823.352479	1568.781697	1709.627502	1865.046473	1253.570543	1506.186845	3140.744519	2046.695186	2526.186725	2094.082936	1997.172069	1506.186845	1709.627502	2587.059819	2239.342946	2717.280982	4270.083413	4058.375834	1211.620591	1635.165157	2526.186725	4058.375834	625.1060534	2587.059819	2587.059819	2352.395615
"hsa-miR-24-1*"	42.72378456	122.4606768	75.50834128	117.764061	82.89585319	81.48355577	65.75953289	109.9940419	88.73999047	86.42874166	118.4883222	143.256673	152.4587703	120.6453765	249.4020496	134.0893708	184.8057674	154.4206387	220.5038132	201.6108198	122.2011439	77.45638704	11.61320305	71.70090562	68.89156339	48.18612965	63.15490944	33.3529552	160.6258341	41.42445186	102.5505243	45.47497617	12.55505243	1	25.22616778	43.60367016	45.37202097	100.2480934	80.05862726	88.73999047	28.95591039	35.60271687	58.37964728	1	29.50500477	38.00881792	74.70042898	77.34199237	9.931601525	99.63798856	83.35009533	65.29051478	71.95376549	1	1	61.63989514	1	1	35.164204	127.4082459	97.97545281	77.34199237	80.664204	102.7318875	42.80958055	74.53265014	121.9416111	128.4878456	152.0505243	84.97783603	132.0445663	102.9204004	110.5788847	55.60653003	51.7628694	68.35057197	58.6008103	80.9463775	1.838179218	36.04980934	1	45.47497617	69.80338418	133.7990944	60.69923737	36.54170639	92.64561487	87.33293613	77.8948999	172.3138704	64.59056244	115.3965682	135.5869876	113.7476168	66.49308866	101.8303146	53.27669209	1	1	32.1556244	25.63632031	70.12559581	69.20090562	45.37202097	15.64847474	106.2542898	54.71043851	32.66658723	68.55695901	62.36677788	98.45972355	117.764061	132.3444948	69.88918017	101.9964252	148.7371306	30.53122021	81.20900858	11.98975214	51.0536225	43.09556721	132.3444948	82.21544328	10.12225929	80.17516683	37.58555767	47.94018112	48.89537655	86.72664442	100.5798379	96.88965682	52.76382269	91.95162059	116.5927073	54.79051478	55.24094376	17.31768351	31.49523356	153.9840324	66.86725453	61.79242135	1.527407054	23.07793136	10.12225929	119.0188275	210.7171115	165.5264538	101.664204	117.0545758	67.99213537	114.936368	130.6184461	1	106.9907054	128.4878456	48.27383222
"hsa-miR-24-2*"	264.5064347	135.2700191	94.30719733	104.4616301	100.0345567	96.88965682	116.1275024	109.9940419	107.814347	100.0345567	661.2833651	226.3124404	395.6908961	743.32245	421.1901811	218.0822212	518.5471878	295.3722593	299.5326501	556.5626787	228.5402765	119.6382269	174.0750715	158.7001907	113.3129171	146.5607722	130.9158723	148.7371306	93.99833174	112.1186845	102.5505243	85.24451859	41.63417541	17.14227836	114.936368	43.60367016	170.0259771	90.98450906	172.3138704	229.7044805	200.750715	93.13179218	109.599142	162.5121544	206.0100095	123.2759771	167.4821258	100.8744042	156.0831745	177.1384652	154.857245	100.5798379	120.9030029	153.3048141	50.20638704	115.3965682	86.15085796	66.59032412	67.35915157	259.5993804	143.5879409	158.2318875	154.4206387	198.0960439	134.6663489	94.65753098	216.8524786	308.5085796	259.5993804	168.5181125	105.8048141	94.99737846	103.1089133	110.3941849	76.55600572	132.6444233	106.4506673	140.7457102	122.7054337	104.2480934	81.92588179	275.2557197	177.7790753	165.0383699	179.1151096	137.9506673	173.5064347	168.0278837	221.6956625	107.2162774	107.4418494	196.4697331	163.4997617	180.3884652	149.9225453	108.0011916	264.5064347	79.25476644	220.5038132	88.20233556	161.5586273	70.12559581	92.50452812	101.8303146	156.0831745	153.9840324	64.23999047	131.5340801	57.12607245	80.05862726	91.95162059	220.5038132	152.8817922	470.7542898	116.1275024	121.4520972	139.6794566	113.3129171	65.41015253	93.60176358	76.55600572	207.8834604	341.2619161	155.2519066	177.7790753	143.5879409	186.9661582	137.9506673	120.3877502	172.9101525	60.47044805	170.0259771	91.95162059	126.8753575	103.6947092	107.6280982	98.27287893	140.0402765	122.9501907	135.2700191	575.0875834	50.73331745	81.77383222	109.9940419	190.4988084	181.6127264	91.56601525	183.5674452	110.7690658	166.4754528	55.60653003	87.45686368	208.82102	106.9907054	122.9501907	76.41491897
"hsa-miR-25"	9308.611773	3670.25858	5515.939466	4980.898951	5515.939466	7052.158484	4732.879409	7434.410629	7834.984509	4980.898951	11348.63012	14766.40491	4980.898951	6069.108437	4058.375834	7434.410629	5515.939466	11348.63012	8272.852002	8761.700429	7434.410629	4732.879409	7052.158484	5515.939466	7834.984509	6712.01001	4270.083413	4732.879409	4732.879409	6069.108437	7434.410629	5780.195901	5780.195901	7834.984509	3855.335796	7434.410629	5515.939466	6712.01001	7434.410629	9308.611773	9920.790038	7434.410629	4980.898951	3306.918494	6712.01001	6377.97021	8272.852002	10571.60987	13450.76597	4058.375834	10571.60987	10571.60987	4732.879409	6377.97021	5247.361058	7052.158484	8272.852002	7434.410629	7052.158484	3483.545043	8761.700429	7634.697569	8761.700429	6069.108437	4058.375834	5515.939466	2848.46449	4270.083413	4058.375834	6069.108437	4732.879409	4980.898951	3306.918494	7434.410629	6069.108437	8272.852002	5515.939466	7052.158484	5247.361058	5780.195901	8272.852002	9308.611773	7434.410629	5247.361058	3855.335796	3140.744519	2782.872736	2717.280982	3306.918494	6544.99011	4270.083413	3855.335796	4058.375834	6712.01001	4487.367969	5247.361058	6069.108437	8761.700429	5780.195901	6712.01001	3855.335796	7052.158484	7834.984509	7434.410629	7052.158484	2587.059819	2587.059819	4732.879409	4487.367969	2587.059819	4487.367969	7834.984509	6377.97021	6712.01001	8761.700429	6069.108437	5648.067684	5515.939466	7434.410629	6377.97021	4980.898951	6377.97021	8761.700429	10571.60987	11348.63012	7834.984509	5780.195901	11348.63012	12320.33842	7052.158484	11348.63012	8761.700429	7434.410629	9920.790038	8761.700429	7834.984509	5780.195901	3483.545043	5780.195901	7052.158484	4732.879409	5247.361058	2990.154194	4058.375834	6377.97021	7834.984509	6712.01001	6712.01001	8272.852002	13450.76597	2717.280982	5515.939466	7834.984509	6712.01001	6712.01001	9920.790038
"hsa-miR-25*"	64.70900858	71.02121068	55.68279314	74.38751192	42.32912297	43.60367016	79.02597712	84.31911344	44.54647283	44.85343184	26.31720686	6.164204004	1	40.64180172	8.670400381	1	25.07745472	17.31768351	7.590324118	38.22616778	88.93446139	38.14227836	44.34628217	71.70090562	46.02025739	19.24666349	41.7542898	86.28979981	144.7075786	20.31482364	81.77383222	57.4978551	34.98117255	78.52836034	16.44447092	34.14180172	45.37202097	107.814347	3.229980934	66.36534795	90.81101049	3.0107245	71.12607245	36.61987607	62.92040038	24.15181125	26.99261201	42.39966635	62.4528122	46.42016206	10.66754051	53.89823642	57.23474738	91.56601525	64.35605338	46.22020972	53.80100095	76.93732126	51.164204	72.26668255	77.60319352	65.17087703	77.08245949	22.40252622	64.13107722	64.93398475	82.51310772	107.814347	75.03741659	63.73617731	70.75714967	64.4721163	58.80243089	34.46258341	51.7628694	54.31720686	67.24475691	32.56744519	91.36201144	85.36820782	6.007864633	35.8315062	58.08555767	192.0088179	11.16754051	27.56458532	76.69709247	68.23236416	48.11749285	1	11.61320305	7.35772164	41.7542898	25.38250715	36.61987607	96.15157293	1	48.56363203	26.99261201	82.67326025	25.63632031	113.3129171	120.6453765	78.6770734	76.55600572	73.7542898	34.90109628	16.12035272	68.55695901	19.14752145	64.93398475	90.14370829	29.70328885	39.05934223	38.07554814	61.79242135	55.36344137	47.11272641	37.29766444	71.40824595	20.40252622	33.3529552	58.7113918	1	12.26120114	37.58555767	1	64.35605338	128.1846997	87.18612965	237.2642993	32.1556244	130.32102	96.71806482	97.80219256	83.79432793	59.97878932	1	9.145138227	53.70376549	13.38250715	1	50.60557674	1	80.80529075	20.31482364	54.99451859	48.27383222	136.4590086	83.79432793	100.4139657	156.0831745	3.443517636	122.2011439	49.18898951	76.41491897
"hsa-miR-26a"	7834.984509	3855.335796	7052.158484	9920.790038	7834.984509	7434.410629	9308.611773	8272.852002	8272.852002	7052.158484	2848.46449	1191.899071	7834.984509	3855.335796	7834.984509	6712.01001	4732.879409	4980.898951	7434.410629	7434.410629	5780.195901	7834.984509	3483.545043	5780.195901	6712.01001	5780.195901	9308.611773	7052.158484	9920.790038	9920.790038	8761.700429	8761.700429	9920.790038	8272.852002	9920.790038	8272.852002	8272.852002	8761.700429	6069.108437	8272.852002	7834.984509	11348.63012	8761.700429	7434.410629	9308.611773	7052.158484	4270.083413	7052.158484	7052.158484	5780.195901	3670.25858	5515.939466	10571.60987	13450.76597	8272.852002	12320.33842	11348.63012	9920.790038	8761.700429	9308.611773	9308.611773	6069.108437	7834.984509	8761.700429	7434.410629	9308.611773	6712.01001	6377.97021	7834.984509	8272.852002	7834.984509	11348.63012	16222.097	12320.33842	7052.158484	7052.158484	11348.63012	7834.984509	7243.284557	8272.852002	11348.63012	5780.195901	9308.611773	9920.790038	7434.410629	8272.852002	5780.195901	5247.361058	7052.158484	10246.19995	7052.158484	10571.60987	10571.60987	17971.10057	5515.939466	5515.939466	5515.939466	9308.611773	6377.97021	7834.984509	7434.410629	7834.984509	6377.97021	12320.33842	8761.700429	9308.611773	7834.984509	7434.410629	7834.984509	8761.700429	9308.611773	8761.700429	9920.790038	9920.790038	7434.410629	8272.852002	12320.33842	9308.611773	10571.60987	8761.700429	12320.33842	11348.63012	9308.611773	8272.852002	7834.984509	11348.63012	10571.60987	8272.852002	6377.97021	8761.700429	8272.852002	7434.410629	10571.60987	12320.33842	12320.33842	12320.33842	4378.725691	5247.361058	7834.984509	7834.984509	6712.01001	9614.700906	8517.276215	5780.195901	8272.852002	11348.63012	10571.60987	5780.195901	6069.108437	8272.852002	12320.33842	7834.984509	6069.108437	11348.63012	5780.195901	10571.60987
"hsa-miR-26a-1*"	4.05171592	1	1	4.59699714	1	1	9.05171592	1	18.32530982	10.43303146	17.97068637	39.48403241	17.97068637	49.32197331	1	31.49523356	1	1	13.50071497	1	1	38.14227836	27.45781697	47.60653003	1	48.18612965	1	1.298617731	27.66372736	20.31482364	1	2.787654909	57.01739752	58.49022879	60.69923737	3.676120114	1	38.93922784	3.229980934	1	48.67612011	24.25095329	20.75333651	36.61987607	108.6074833	123.2759771	1	1	62.4528122	46.42016206	1	7.197569113	1	1	7.693279314	1	20.31482364	15.88870353	1	1	1	1	1	22.40252622	19.39537655	24.00309819	1	1.958293613	1	1	1	1	5.541229743	1	1	4.269065777	2.907769304	32.56744519	13.7028122	36.04980934	1	45.47497617	12.65228789	6.351048618	40.18231649	9.346758818	1.958293613	8.670400381	1	21.58174452	1	7.35772164	17.76429933	25.38250715	1	21.29909438	23.76453765	12.84103908	1	8.670400381	1	84.31911344	1	57.01739752	2.539799809	1	1	1	1	7.590324118	1	1	1	14.77859867	1	1	1	1	23.55648236	41.63417541	60.33865586	42.63798856	35.8315062	48.18612965	12.26120114	71.12607245	1	24.84485224	1	24.15181125	28.52264061	32.1556244	26.74857007	57.12607245	26.65490944	25.92397521	162.0412297	93.60176358	101.4525739	95.36344137	257.9065777	81.20900858	127.1418017	33.3529552	1	1	5.429218303	10.22521449	1	20.00595806	13.18422307	24.45877026	30.8400858	28.87940896	31.01882745	1
"hsa-miR-26a-2*"	1	1	15.57221163	1	1	2.412059104	1	1	1	1	1	1	1	3.113679695	1	5.653241182	1	1	1	1	1	1	1	1	1	3.811487131	1	33.3529552	48.7886082	41.42445186	64.13107722	22.69041945	48.67612011	30.44542421	41.42445186	53.27669209	67.13036225	1	1	1	1	1	1	1	29.50500477	1	1	1	1	1	1	1	1	1	1	2.667540515	1	1	67.35915157	1	1	1	1	22.40252622	1	12.74952336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	86.15085796	1	15.18303146	27.23856053	66.99880839	1	1	35.97163966	36.4635367	1	7.35772164	1	5.541229743	1	57.01739752	1	1	43.93446139	66.59032412	51.34723546	1	16.20424214	1	87.58079123	3.229980934	1	16.12035272	3.811487131	1	1	1	1	8.929694948	12.07769304	15.64847474	1	10.22521449	37.29766444	33.78765491	1	90.34771211	11.16754051	1	1	10.53789323	19.39537655	24.84485224	1	55.60653003	1	1	1	1	122.2011439	107.6280982	28.1470448	31.49523356	295.3722593	103.6947092	93.80004766	1	64.93398475	109.9940419	1	1	5.429218303	1	1	20.00595806	1	1	1	1	5.429218303	1
"hsa-miR-26b"	117.4668732	48.46258341	743.32245	891.514776	661.2833651	800.4113441	700.7615586	743.32245	781.2295043	891.514776	150.8343661	97.06124881	587.022164	388.7623928	191.2538132	513.4010963	180.9663966	413.5904433	144.7075786	275.2557197	206.9459009	289.164204	364.3181602	508.4323165	295.3722593	367.2967112	444.3817922	355.6422784	562.8549809	488.6780267	717.3024309	493.3524786	752.5685176	915.8710677	684.2073403	1048.039561	599.2515491	1132.433508	373.3941849	306.1036702	428.8666587	800.4113441	545.4840324	421.1901811	1395.469018	1079.928861	539.8637989	498.4080076	271.5741182	230.8686845	166.4754528	392.2266444	661.2833651	999.2878932	605.486654	676.4053861	1132.433508	646.9735462	382.8300763	210.7171115	163.4997617	110.7690658	144.7075786	1296.8296	518.5471878	790.8204242	84.97783603	103.5402765	152.0505243	297.3987131	409.7557197	999.2878932	646.9735462	1132.433508	513.4010963	364.3181602	503.4635367	461.4444709	137.1608675	259.5993804	1345.299094	599.2515491	498.4080076	192.0088179	262.850572	206.9459009	194.2168732	256.213775	406.2043613	125.3584366	114.4361296	355.6422784	581.0278837	556.5626787	295.3722593	370.2752622	556.5626787	479.8014776	303.8851287	333.2125834	493.3524786	661.2833651	413.5904433	646.9735462	984.2747855	456.9797426	456.9797426	479.8014776	475.5993804	820.6070067	891.514776	436.5612488	379.671592	654.1284557	661.2833651	465.9091992	605.486654	475.5993804	479.8014776	465.9091992	611.8521211	534.2435653	820.6070067	654.1284557	484.0035748	534.2435653	562.8549809	891.514776	262.850572	252.7476168	344.241897	428.8666587	349.9230219	409.7557197	587.022164	942.8064824	267.979266	223.6699237	1370.384056	318.2790753	111.6422784	761.8145853	197.2828885	399.1719495	479.8014776	222.6827931	193.457817	388.7623928	177.7790753	83.79432793	1	156.0831745	105.6232126	199.8906101	91.56601525	569.1472831
"hsa-miR-26b*"	18.19947569	1	15.57221163	4.59699714	1	12.45591039	1	1	1	1	17.97068637	28.61987607	11.07221163	1	1	24.35009533	1	1	1	1	22.82030505	4.59699714	27.45781697	18.957102	17.42254528	1	1	33.3529552	27.66372736	1	3.0107245	57.4978551	91.15800763	92.64561487	60.69923737	23.67469018	1	1	1	1	1	47.31101049	11.8948999	36.61987607	84.83484271	24.15181125	1	23.43827455	1.096520496	22.3014776	1	1	1	91.56601525	14.77859867	46.22020972	69.42993327	40.38060057	158.2318875	1	1	1	1	22.40252622	19.39537655	55.75905624	1	1	1	1	1	28.1470448	1	1	37.37964728	11.8948999	2.907769304	1	1	1	33.1813632	1	35.71711153	6.351048618	46.13083889	66.99880839	1.958293613	1	1	49.09556721	1	26.74857007	5.541229743	5.541229743	3.540753098	1	53.27669209	79.25476644	26.99261201	55.60653003	64.82149666	16.00452812	57.79551954	8.807673975	87.58079123	1	23.32197331	32.66658723	1	7.590324118	22.69041945	1	1	33.26143947	12.07769304	1	22.82030505	3.0107245	37.29766444	127.6448999	90.81101049	22.40252622	58.7113918	26.56124881	12.26120114	26.65490944	47.94018112	71.23093422	1	1	43.60367016	10.02693041	26.74857007	57.12607245	54.79051478	25.92397521	1064.196854	115.3965682	295.3722593	249.4020496	61.79242135	131.5340801	23.07793136	33.3529552	1.413012393	1	1	16.44447092	1	34.29003813	1	1	60.95686368	79.8014776	20.84103908	84.97783603
"hsa-miR-27a"	264.5064347	118.0612488	661.2833651	424.9551954	593.0164442	717.3024309	233.3400858	330.5846044	545.4840324	503.4635367	76.41491897	213.9330315	303.8851287	219.3119638	262.850572	197.2828885	194.9759295	168.5181125	122.2011439	112.3472355	484.0035748	262.850572	297.3987131	444.3817922	322.9220686	280.8615348	709.5138227	1095.660867	461.4444709	428.8666587	569.1472831	452.6994757	831.567326	575.0875834	1781.658484	1048.039561	417.4251668	440.3443756	479.8014776	160.6258341	367.2967112	545.4840324	285.2452336	382.8300763	108.6074833	310.913489	209.7690658	409.7557197	229.7044805	230.8686845	1537.484271	1095.660867	618.2175882	942.8064824	364.3181602	725.0910391	631.9945186	725.0910391	399.1719495	338.5512393	119.2173499	108.8000477	113.7476168	631.9945186	556.5626787	790.8204242	105.8048141	90.98450906	106.8188751	338.5512393	141.0903241	320.6704004	395.6908961	1865.046473	452.6994757	267.979266	395.6908961	325.1737369	273.3520019	358.6603908	1709.627502	475.5993804	200.750715	88.73999047	238.556959	77.45638704	428.8666587	513.4010963	335.8405624	238.556959	145.7808627	428.8666587	152.4587703	488.6780267	285.2452336	413.5904433	488.6780267	162.5121544	209.7690658	264.5064347	306.1036702	235.9716397	484.0035748	370.2752622	409.7557197	1253.570543	1635.165157	725.0910391	1132.433508	1781.658484	1781.658484	891.514776	581.0278837	51.67135367	395.6908961	587.022164	488.6780267	399.1719495	364.3181602	306.1036702	475.5993804	605.486654	355.6422784	269.7962345	539.8637989	800.4113441	528.9684223	432.778122	599.2515491	684.2073403	322.9220686	493.3524786	488.6780267	440.3443756	528.9684223	771.5220448	85.36820782	223.6699237	199.8906101	611.8521211	77.8948999	60.79623451	23.07793136	810.5091754	432.778122	402.6530029	379.671592	3140.744519	262.850572	143.5879409	86.28979981	116.1275024	160.6258341	409.7557197	74.11081983	646.9735462
