"GSM1512142"	"GSM1512143"	"GSM1512144"	"GSM1512145"	"GSM1512146"	"GSM1512147"	"GSM1512148"	"GSM1512149"	"GSM1512150"	"GSM1512151"	"GSM1512152"	"GSM1512154"	"GSM1512177"	"GSM1512178"	"GSM1512179"	"GSM1512180"	"GSM1512181"	"GSM1512182"	"GSM1512183"	"GSM1512184"	"GSM1512191"	"GSM1512192"	"GSM1512296"	"GSM1512297"	"GSM1512298"	"GSM1512299"	"GSM1512312"	"GSM1512313"	"GSM1512314"	"GSM1512367"	"GSM1512368"	"GSM1512369"	"GSM1512370"	"GSM1512371"	"GSM1512372"	"GSM1512373"	"GSM1512374"	"GSM1512439"	"GSM1512441"	"GSM1512442"	"GSM1512443"	"GSM1512444"	"GSM1512463"	"GSM1512464"	"GSM1512465"	"GSM1512466"	"GSM1512478"	"GSM1512480"	"GSM1512481"	"GSM1512493"	"GSM1512502"	"GSM1512503"	"GSM1512510"	"GSM1512511"	"GSM1512512"	"GSM1512513"	"GSM1512514"	"GSM1512515"	"GSM1512516"	"GSM1512520"	"GSM1512521"	"GSM1512522"	"GSM1512523"	"GSM1512524"	"GSM1512528"	"GSM1512529"	"GSM1512536"	"GSM1512537"	"GSM1512539"	"GSM1512541"	"GSM1512582"	"GSM1512583"	"GSM1512585"	"GSM1512659"	"GSM1512660"	"GSM1512661"	"GSM1512662"	"GSM1512663"	"GSM1512664"	"GSM1512665"	"GSM1512666"	"GSM1512667"	"GSM1512668"	"GSM1512696"	"GSM1512697"	"GSM1512698"	"GSM1512709"	"GSM1512710"	"GSM1512711"	"GSM1512761"	"GSM1512762"	"GSM1512763"	"GSM1512764"	"GSM1512765"	"GSM1512766"	"GSM1512767"	"GSM1512768"	"GSM1512780"	"GSM1512781"	"GSM1512782"	"GSM1512783"	"GSM1512784"	"GSM1512785"	"GSM1512786"	"GSM1512787"	"GSM1512791"	"GSM1512792"	"GSM1512793"	"GSM1512794"	"GSM1512795"	"GSM1512796"	"GSM1512797"	"GSM1512798"	"GSM1512799"	"GSM1512800"	"GSM1512801"	"GSM1512802"	"GSM1512803"	"GSM1512804"	"GSM1512805"	"GSM1512806"	"GSM1512807"	"GSM1512808"	"GSM1512809"	"GSM1512810"	"GSM1512811"	"GSM1512812"	"GSM1512813"	"GSM1512814"	"GSM1512815"	"GSM1512816"	"GSM1512817"	"GSM1512818"	"GSM1512819"	"GSM1512820"	"GSM1512821"	"GSM1512822"	"GSM1512823"	"GSM1512824"	"GSM1512825"	"GSM1512826"	"GSM1512827"	"GSM1512828"	"GSM1512829"	"GSM1512830"	"GSM1512831"	"GSM1512832"	"GSM1512837"	"GSM1512840"	"GSM1512847"	"GSM1512849"	"GSM1512850"	"GSM1512860"	"GSM1512861"	"GSM1512868"	"GSM1512869"
"hsa-miR-186*"	42.72378456	131.2249762	108.0011916	83.65514776	115.2018589	124.6689704	184.8057674	150.3784557	153.6444233	112.5664919	65.29051478	81.77383222	70.75714967	96.71806482	107.4418494	59.16801716	85.4849857	136.1746902	68.55695901	112.3472355	129.3677312	77.45638704	1	95.51596759	122.7054337	48.18612965	20.00595806	49.4549571	48.7886082	86.88298379	182.9132507	124.900143	106.4506673	67.24475691	85.4849857	43.60367016	76.69709247	59.5	112.3472355	179.8105338	81.48355577	35.60271687	109.599142	55.75905624	19.32102002	1	67.87011439	42.39966635	46.42016206	46.42016206	10.66754051	53.89823642	107.4418494	63.57983794	22.59699714	115.3965682	177.7790753	206.9459009	67.35915157	127.4082459	133.1908961	113.5302669	137.578408	175.3336511	115.5912774	109.7785987	112.7857483	142.8829838	165.0383699	112.3472355	141.0903241	132.9176597	126.8753575	93.43636797	116.5927073	101.4525739	137.9506673	80.9463775	108.0011916	104.2480934	70.50166826	86.15085796	58.08555767	388.7623928	108.992612	111.8901335	59.36630124	57.23474738	84.4849857	107.2162774	64.59056244	81.92588179	128.1846997	113.7476168	85.86487131	50.20638704	32.84389895	1	61.48736892	43.49285033	38.57316492	100.0345567	1	57.01739752	1	3.229980934	23.32197331	16.12035272	43.82387989	38.57316492	44.45305052	74.53265014	93.60176358	65.29051478	75.50834128	55.24094376	77.34199237	81.20900858	37.29766444	1	13.61892278	1	58.7113918	43.23879886	25.07745472	1	47.94018112	8.021687321	16.20424214	100.5798379	43.60367016	63.15490944	39.81244042	85.73331745	79.8014776	25.92397521	1	17.97068637	1	87.33293613	3.229980934	17.64585319	9.565538608	69.56744519	106.029552	7.197569113	54.99451859	90.55171592	88.73999047	83.79432793	75.20662536	105.2473785	27.23856053	149.0955672	153.6444233	1
"hsa-miR-187"	18.19947569	1	2.148951382	56.58269781	1	12.45591039	43.23879886	31.90014299	18.32530982	10.43303146	1	1	1	9.05171592	1	1	2.280505243	6.240467112	1.838179218	1	26.85915157	57.23474738	27.45781697	18.957102	28.52264061	3.811487131	41.7542898	33.3529552	27.66372736	20.31482364	3.0107245	12.55505243	1	1	1	53.27669209	1	71.58555767	1	6.164204004	65.54218303	1	30.07125834	6.351048618	19.32102002	54.71043851	9.238560534	23.43827455	9.931601525	46.42016206	83.35009533	65.29051478	27.66372736	55.84103908	1	11.98975214	28.80290753	47.11272641	51.164204	41.52931363	1	1	1	22.40252622	42.80958055	64.93398475	4.05171592	1	1.838179218	1	62.36677788	4.160390848	48.18612965	34.46258341	1	1	1	19.24666349	1	23.20567207	18.08508103	2.907769304	1	1	1	1	1.958293613	8.670400381	1	21.58174452	11.61320305	1	5.541229743	5.541229743	29.14227836	1	1	34.46258341	1	1	1	44.54647283	44.23951382	1	1	1	45.37202097	1	1	30.07125834	1	1	1	62.92040038	38.07554814	1	1	1	11.98975214	1	1	52.3443756	23.32197331	1	1	10.53789323	1.958293613	1	43.71377502	9.454957102	1	1	12.65228789	15.3014776	12.07769304	25.92397521	17.31768351	74.86820782	36.92183031	80.664204	61.79242135	1	1	45.78384175	1	32.42826501	1	30.14942803	1	83.79432793	75.20662536	46.71091516	35.35104862	10.66754051	5.429218303	1
"hsa-miR-187*"	330.5846044	218.0822212	108.0011916	117.764061	121.17755	162.5121544	283.0533842	182.9132507	164.5274071	86.42874166	192.0088179	160.1756435	128.1846997	75.50834128	239.8167302	254.4806959	159.1684938	89.22092469	206.0100095	170.5903241	116.5927073	119.6382269	95.51596759	120.9030029	129.9699714	117.0545758	181.6127264	103.1089133	213.9330315	159.6720686	102.5505243	187.6618208	206.9459009	212.8748808	72.37535748	197.2828885	174.0750715	17.64585319	97.20781697	207.8834604	48.67612011	133.7990944	78.03979981	222.6827931	50.60557674	54.71043851	52.3443756	60.22259295	115.2018589	71.95376549	124.6689704	110.2094852	164.5274071	174.0750715	160.6258341	180.9663966	35.97163966	141.4547188	67.35915157	149.9225453	111.1768351	223.6699237	162.5121544	111.3944233	166.936368	109.7785987	82.51310772	88.20233556	119.6382269	106.029552	112.1186845	94.99737846	126.8753575	134.6663489	158.7001907	159.1684938	145.4337464	105.8048141	162.9830791	134.6663489	184.8057674	2.907769304	82.3529552	88.73999047	60.69923737	71.58555767	257.9065777	218.0822212	269.7962345	361.4892755	528.9684223	333.2125834	692.0092946	287.2047188	142.164204	220.5038132	117.0545758	162.5121544	209.7690658	131.2249762	180.9663966	224.9911821	133.4949952	291.2550048	156.0831745	140.7457102	149.5090562	222.6827931	210.7171115	164.0164442	158.2318875	421.1901811	428.8666587	88.93446139	349.9230219	299.5326501	327.8791706	261.2249762	132.3444948	71.40824595	161.0760248	168.5181125	273.3520019	60.87654909	177.7790753	212.8748808	168.5181125	213.9330315	226.3124404	213.9330315	114.4361296	131.7893232	181.6127264	209.7690658	160.1756435	158.7001907	503.4635367	44.63989514	80.80529075	168.0278837	198.0960439	97.62893232	81.77383222	211.7959962	215.9218303	234.6558627	581.0278837	196.4697331	230.8686845	261.2249762	131.5340801	230.8686845	252.7476168	193.457817	249.4020496	190.4988084
"hsa-miR-188-3p"	105.0531459	147.6003337	123.8822688	104.4616301	131.2249762	152.0505243	91.15800763	96.88965682	107.814347	129.9699714	125.8703527	128.1846997	322.9220686	183.5674452	249.4020496	197.2828885	200.750715	376.5131077	299.5326501	275.2557197	287.2047188	325.1737369	95.51596759	107.814347	113.3129171	77.8948999	98.814347	103.1089133	113.7476168	30.35962822	35.97163966	12.55505243	27.45781697	24.35009533	16.44447092	53.27669209	85.4849857	81.48355577	112.3472355	125.1313155	109.599142	113.9744995	117.2607245	107.2162774	50.60557674	87.88965682	149.0955672	100.8744042	79.66086749	126.8753575	194.2168732	176.0235939	88.04599619	49.74285033	7.693279314	61.63989514	146.127979	79.53122021	51.164204	127.4082459	295.3722593	147.2969495	201.6108198	116.5927073	102.3691611	133.7990944	216.8524786	174.6437083	134.9530505	137.578408	98.64656816	132.9176597	141.4547188	93.43636797	116.5927073	101.4525739	131.7893232	105.8048141	122.7054337	140.0402765	126.8753575	35.8315062	69.80338418	75.35748332	20.84103908	55.84103908	153.9840324	184.8057674	111.6422784	238.556959	322.9220686	295.3722593	261.2249762	192.7333174	117.2607245	64.59056244	76.81720686	62.92040038	43.93446139	108.8000477	78.81053384	84.31911344	103.6947092	57.01739752	135.8808389	133.1908961	145.4337464	147.2969495	145.4337464	128.4878456	132.9176597	175.3336511	176.0235939	69.88918017	169.0083413	132.9176597	210.7171115	148.7371306	191.2538132	83.04003813	83.51596759	42.63798856	97.06124881	48.18612965	65.94399428	95.6684938	73.45638704	39.63274547	106.2542898	55.60653003	60.47044805	83.65514776	91.95162059	77.60319352	133.4949952	41.10271687	267.979266	223.6699237	436.5612488	810.5091754	333.2125834	166.4754528	127.1418017	45.78384175	136.4590086	475.5993804	134.0893708	63.44065777	79.25476644	51.25571973	266.1622974	230.8686845	160.6258341	106.9907054	108.8000477	108.3977598
"hsa-miR-188-5p"	117.4668732	205.0741182	126.8753575	117.764061	125.5855577	124.6689704	43.23879886	103.1089133	119.0188275	112.5664919	118.4883222	160.1756435	113.5302669	139.03551	146.9935653	167.4821258	105.4416111	97.62893232	60.69923737	112.3472355	172.3138704	77.45638704	127.8815539	71.70090562	68.89156339	48.18612965	98.814347	128.1846997	113.7476168	1	3.0107245	33.5664919	1	1	16.44447092	1	1	140.7457102	97.20781697	88.73999047	81.48355577	104.2480934	310.913489	55.75905624	108.6074833	24.15181125	95.82530982	68.7242612	156.0831745	147.2969495	102.9204004	65.29051478	177.1384652	91.56601525	14.77859867	115.3965682	138.6792183	201.6108198	67.35915157	149.9225453	49.18898951	77.34199237	106.4506673	99.21854147	102.3691611	119.4158723	50.73331745	88.20233556	89.5107245	88.54551954	105.8048141	156.9697331	68.89156339	110.3941849	143.256673	68.35057197	106.4506673	129.6189228	122.7054337	85.36820782	162.0412297	118.0612488	39.72259295	82.78455672	76.10986654	36.54170639	120.1241659	127.4082459	30.6093899	210.7171115	89.36582459	126.5152526	98.64656816	113.7476168	79.25476644	54.62106768	89.22092469	34.46258341	26.99261201	66.59032412	94.30719733	44.54647283	154.857245	110.7690658	87.58079123	133.1908961	72.95638704	63.3014776	150.8343661	80.05862726	109.2061487	98.12416587	132.3444948	96.15157293	63.73617731	98.12416587	103.849142	76.69709247	80.40061964	60.47044805	110.9592469	124.900143	103.6947092	21.29909438	134.9530505	78.6770734	108.3977598	125.1313155	143.9192088	111.6422784	114.4361296	52.76382269	52.76382269	48.27383222	69.20090562	25.92397521	113.5302669	74.86820782	153.9840324	318.2790753	448.4192088	97.62893232	539.8637989	20.84103908	129.1165396	13.50071497	36.12797903	141.0903241	79.25476644	101.2409438	152.0505243	79.25476644	105.6232126	79.8014776	74.11081983	58.37964728
"hsa-miR-18a"	969.2616778	1345.299094	2465.313632	2239.342946	1635.165157	1211.620591	1132.433508	1395.469018	999.2878932	2848.46449	1709.627502	2717.280982	2990.154194	4732.879409	2848.46449	2141.470686	6377.97021	2587.059819	1451.863203	1635.165157	4732.879409	2465.313632	1395.469018	1172.17755	692.0092946	781.2295043	3670.25858	3670.25858	1635.165157	562.8549809	1172.17755	969.2616778	523.6932793	984.2747855	1095.660867	1132.433508	1253.570543	618.2175882	1865.046473	1172.17755	1709.627502	1635.165157	865.7018589	771.5220448	128.4878456	233.3400858	2848.46449	1172.17755	618.2175882	1253.570543	1172.17755	1568.781697	1064.196854	1064.196854	810.5091754	781.2295043	761.8145853	545.4840324	259.5993804	1079.928861	1906.347712	2239.342946	599.2515491	820.6070067	1395.469018	1709.627502	2046.695186	2848.46449	2465.313632	1395.469018	327.8791706	891.514776	1211.620591	291.2550048	654.1284557	605.486654	436.5612488	518.5471878	218.0822212	684.2073403	280.8615348	999.2878932	523.6932793	165.0383699	771.5220448	1095.660867	2239.342946	2990.154194	1947.648951	761.8145853	1506.186845	1132.433508	942.8064824	358.6603908	581.0278837	395.6908961	1321.064347	479.8014776	761.8145853	743.32245	1079.928861	878.6083174	349.9230219	493.3524786	1132.433508	969.2616778	969.2616778	1451.863203	1211.620591	676.4053861	1253.570543	1253.570543	942.8064824	569.1472831	1211.620591	661.2833651	1064.196854	915.8710677	915.8710677	2046.695186	646.9735462	436.5612488	842.5276454	303.8851287	333.2125834	1253.570543	1506.186845	388.7623928	929.338775	1506.186845	569.1472831	999.2878932	1211.620591	781.2295043	461.4444709	479.8014776	399.1719495	1423.666111	295.3722593	249.4020496	111.6422784	969.2616778	539.8637989	2919.309342	1211.620591	370.2752622	193.457817	581.0278837	1296.8296	51.25571973	9920.790038	1114.047188	136.4590086	1345.299094	224.9911821	752.5685176
"hsa-miR-18a*"	132.3444948	127.4082459	280.8615348	160.6258341	131.2249762	252.7476168	43.23879886	122.9501907	164.5274071	183.5674452	125.8703527	279.0104862	100.2480934	215.9218303	107.4418494	224.9911821	102.3691611	97.62893232	89.5107245	121.6968541	376.5131077	289.164204	668.8443756	424.9551954	279.0104862	325.1737369	176.0235939	171.7342707	27.66372736	237.2642993	182.9132507	364.3181602	352.6241659	436.5612488	164.5274071	197.2828885	194.9759295	310.913489	156.0831745	50.83817922	119.0188275	235.9716397	417.4251668	206.9459009	692.0092946	310.913489	493.3524786	475.5993804	470.7542898	373.3941849	223.6699237	330.5846044	210.7171115	233.3400858	338.5512393	280.8615348	112.7857483	61.08698761	103.5402765	72.26668255	87.45686368	94.30719733	69.1093899	86.88298379	230.8686845	252.7476168	65.41015253	101.4525739	123.8822688	145.4337464	98.64656816	132.9176597	118.7535748	143.5879409	143.256673	159.1684938	42.39966635	164.0164442	57.12607245	126.8753575	409.7557197	76.41491897	200.750715	64.59056244	119.2173499	45.65800763	122.9501907	87.33293613	84.4849857	376.5131077	160.6258341	115.3965682	116.5927073	421.1901811	256.213775	241.0765014	234.6558627	241.0765014	191.2538132	280.8615348	242.4475691	266.1622974	297.3987131	178.4196854	215.9218303	252.7476168	227.4263584	140.0402765	198.0960439	212.8748808	262.850572	74.53265014	42.87821735	392.2266444	188.3272164	140.7457102	84.15324118	310.913489	132.3444948	127.6448999	241.0765014	227.4263584	138.6792183	169.0083413	206.9459009	195.7228313	224.9911821	226.3124404	237.2642993	208.82102	237.2642993	177.7790753	214.9911821	185.5381316	186.9661582	246.7361773	85.36820782	1	122.9501907	20.31482364	35.60271687	35.60271687	37.37964728	211.7959962	87.58079123	72.8229266	165.5264538	126.8753575	97.35438513	143.5879409	23.85438513	105.2473785	94.65753098	186.9661582	118.2747855	190.4988084
"hsa-miR-18b"	158.7001907	448.4192088	513.4010963	534.2435653	428.8666587	406.2043613	382.8300763	475.5993804	338.5512393	661.2833651	358.6603908	484.0035748	432.778122	790.8204242	249.4020496	556.5626787	709.5138227	376.5131077	112.1186845	144.3133937	1947.648951	781.2295043	162.9830791	228.5402765	171.1546711	146.5607722	605.486654	800.4113441	361.4892755	119.2173499	125.1313155	85.24451859	41.63417541	287.2047188	50.73331745	215.9218303	249.4020496	184.8057674	224.9911821	135.8808389	109.599142	269.7962345	71.12607245	222.6827931	119.6382269	54.71043851	241.0765014	189.7457102	156.0831745	166.4754528	166.4754528	206.9459009	264.5064347	111.6422784	133.4949952	197.2828885	4.984985701	43.09556721	1	127.4082459	111.1768351	104.0486177	106.4506673	89.64609152	306.1036702	344.241897	62.83245949	79.25476644	138.6792183	119.2173499	25.53884652	182.9132507	185.5381316	102.5505243	102.7318875	90.34771211	86.72664442	105.8048141	67.99213537	76.93732126	142.8829838	409.7557197	149.9225453	54.42445186	99.82102002	88.73999047	388.7623928	593.0164442	301.6665872	146.9935653	347.221878	285.2452336	121.4520972	14.45448046	42.72378456	44.54647283	395.6908961	79.25476644	137.578408	207.8834604	402.6530029	315.8877502	133.4949952	187.6618208	370.2752622	382.8300763	370.2752622	493.3524786	318.2790753	358.6603908	376.5131077	406.2043613	228.5402765	28.28622498	233.3400858	121.4520972	210.7171115	306.1036702	214.9911821	376.5131077	180.3884652	251.0748332	151.2383222	69.29242135	134.9530505	392.2266444	440.3443756	131.5340801	202.371306	493.3524786	78.6770734	306.1036702	327.8791706	241.0765014	273.3520019	238.556959	8.262392755	31.49523356	1	1	3.229980934	10.12225929	64.93398475	569.1472831	297.3987131	158.7001907	193.457817	106.029552	122.2011439	6.558865586	513.4010963	60.69923737	55.24094376	131.2249762	67.49642517	128.8021926
"hsa-miR-18b*"	84.6599142	54.79051478	94.30719733	74.38751192	70.50166826	96.88965682	79.02597712	71.81625357	74.38751192	94.15276454	52.44923737	48.04885605	70.75714967	40.64180172	70.75714967	125.3584366	49.97926597	74.24237369	122.2011439	63.00834128	38.3100572	38.14227836	60.87654909	95.51596759	68.89156339	103.5402765	52.54456625	15.76858913	93.99833174	146.127979	125.1313155	2.787654909	170.0259771	106.9907054	333.2125834	53.27669209	85.4849857	107.814347	70.12559581	66.36534795	75.50834128	47.31101049	123.2759771	36.61987607	29.50500477	38.00881792	108.3977598	42.39966635	96.71806482	87.33293613	48.46258341	77.60319352	27.66372736	31.67874166	50.20638704	46.22020972	66.36534795	52.23951382	103.5402765	41.52931363	46.62082936	69.56744519	53.60653003	127.4082459	64.13107722	64.93398475	82.51310772	110.7690658	86.15085796	92.81911344	105.8048141	15.39871306	68.89156339	34.46258341	37.37964728	41.42445186	76.93732126	68.45376549	67.99213537	47.21758818	47.40443279	21.392755	69.80338418	64.59056244	69.20090562	22.20662536	84.6599142	37.58555767	70.27621544	92.50452812	133.1908961	62.53884652	110.7690658	160.1756435	66.49308866	108.0011916	11.70662536	48.56363203	26.99261201	97.80219256	10.53789323	16.00452812	69.20090562	57.01739752	2.539799809	85.86487131	112.3472355	86.28979981	110.7690658	102.3691611	82.3529552	98.12416587	88.20233556	5.92778837	116.1275024	105.6232126	97.49165872	85.73331745	80.40061964	60.47044805	51.86582459	42.63798856	11.16754051	14.77859867	38.07554814	115.3965682	56.12559581	56.91444233	33.50548141	55.60653003	28.52264061	52.76382269	66.59032412	38.3100572	12.07769304	1	49.4549571	140.0402765	22.95019066	80.664204	942.8064824	1	64.93398475	57.12607245	36.12797903	1	54.99451859	63.44065777	125.5855577	222.6827931	55.60653003	96.51954242	105.6232126	85.4849857	74.11081983	108.3977598
"hsa-miR-190"	1	1	1	1	1	1	1	1	1	1	1.197569113	1	17.97068637	22.82030505	1	1	9.346758818	6.240467112	20.84103908	1	1	1	1	1	1	48.18612965	1	49.4549571	1	73.60533842	102.5505243	45.47497617	106.4506673	92.64561487	137.578408	77.60319352	45.37202097	1	1	1	1	13.50071497	20.75333651	17.22998093	1	1	1	1	9.931601525	22.3014776	10.66754051	19.58651096	1	1	1	2.667540515	1	1	1	6.942087703	6.656101049	1	1	22.40252622	52.76382269	1	1	1	1	5.316253575	1	1	12.84103908	1	1	1	2.907769304	5.790514776	1.838179218	1	1	129.9699714	69.80338418	148.7371306	20.84103908	51.86582459	11.35438513	8.670400381	6.799094376	21.58174452	1	1	1	5.541229743	1	38.44161106	155.6465682	62.92040038	26.99261201	78.20972355	94.30719733	70.12559581	44.23951382	33.10128694	76.55600572	39.25738799	1	1	1	19.14752145	1	1	1	69.88918017	1	32.84389895	1	1	51.86582459	25.63632031	20.40252622	115.8593899	35.8315062	10.12225929	38.07554814	71.12607245	29.14227836	24.84485224	86.72664442	39.33531935	147.9895138	52.76382269	1	1	12.07769304	1	8.262392755	1	22.95019066	32.02216397	61.79242135	17.64585319	23.07793136	10.12225929	1	7.197569113	36.12797903	1	1	1	86.28979981	79.25476644	1	38.22616778	1	1
"hsa-miR-1908"	2046.695186	1296.8296	1132.433508	956.0340801	717.3024309	891.514776	820.6070067	800.4113441	1079.928861	1232.595567	1781.658484	3670.25858	174.0750715	183.5674452	295.3722593	113.9744995	891.514776	123.8822688	82.07793136	230.8686845	2587.059819	605.486654	891.514776	1031.882269	781.2295043	942.8064824	3140.744519	1506.186845	2141.470686	1321.064347	361.4892755	878.6083174	456.9797426	709.5138227	261.2249762	440.3443756	820.6070067	668.8443756	646.9735462	1079.928861	3670.25858	639.4840324	409.7557197	367.2967112	29.50500477	87.88965682	1253.570543	1095.660867	891.514776	1865.046473	154.857245	513.4010963	1672.39633	1296.8296	646.9735462	1506.186845	599.2515491	1132.433508	1064.196854	1423.666111	842.5276454	493.3524786	2848.46449	854.1147521	1172.17755	646.9735462	709.5138227	2141.470686	1781.658484	1253.570543	1947.648951	1095.660867	1296.8296	373.3941849	493.3524786	513.4010963	161.0760248	891.514776	177.7790753	854.1147521	409.7557197	82.07793136	465.9091992	2848.46449	1345.299094	1479.025024	891.514776	1345.299094	1635.165157	395.6908961	1031.882269	593.0164442	800.4113441	237.2642993	1095.660867	1423.666111	790.8204242	1296.8296	1506.186845	1395.469018	1079.928861	1395.469018	725.0910391	1395.469018	1275.200071	1296.8296	1132.433508	1395.469018	999.2878932	1064.196854	1211.620591	1015.585081	820.6070067	969.2616778	599.2515491	717.3024309	668.8443756	631.9945186	800.4113441	618.2175882	556.5626787	523.6932793	692.0092946	215.9218303	413.5904433	569.1472831	781.2295043	569.1472831	2141.470686	1132.433508	385.7962345	470.7542898	999.2878932	1172.17755	820.6070067	599.2515491	1823.352479	551.0233556	63.73617731	103.6947092	1601.973427	81.20900858	197.2828885	865.7018589	1635.165157	444.3817922	810.5091754	569.1472831	5515.939466	3140.744519	1997.172069	2352.395615	3306.918494	1823.352479	1947.648951	569.1472831
"hsa-miR-1909"	171.1546711	91.36201144	121.17755	104.4616301	121.17755	96.88965682	53.9892755	96.88965682	95.98212583	133.1908961	76.41491897	111.6422784	64.93398475	37.2156816	92.36344137	64.02216397	49.97926597	50.20638704	156.9697331	112.3472355	112.3472355	97.06124881	60.87654909	1	68.89156339	48.18612965	136.743327	141.8191134	169.5171592	10.43303146	125.1313155	69.68541468	124.1627741	212.8748808	41.42445186	13.38250715	113.9744995	140.7457102	80.05862726	76.81720686	119.0188275	113.9744995	58.37964728	66.99880839	29.50500477	38.00881792	82.07793136	51.164204	62.4528122	35.164204	83.35009533	77.60319352	88.04599619	25.30433746	56.81148713	136.1746902	35.97163966	111.6422784	124.1627741	106.2542898	215.9218303	170.5903241	175.3336511	152.0505243	76.41491897	127.6448999	201.6108198	215.9218303	143.9192088	126.8753575	220.5038132	147.6003337	168.5181125	134.6663489	129.6189228	101.4525739	197.2828885	164.0164442	150.8343661	166.936368	126.8753575	86.15085796	82.3529552	352.6241659	148.378694	545.4840324	126.8753575	154.4206387	221.6956625	49.09556721	41.7542898	26.74857007	98.64656816	58.7113918	136.4590086	120.3877502	155.6465682	79.25476644	137.578408	108.8000477	180.9663966	207.8834604	111.8901335	142.5092946	156.0831745	73.7542898	98.64656816	131.5340801	68.55695901	46.42016206	98.45972355	117.764061	64.13107722	327.8791706	63.73617731	167.4821258	103.849142	109.7785987	80.40061964	51.0536225	51.86582459	115.8593899	138.6792183	60.87654909	95.51596759	86.15085796	158.2318875	125.1313155	167.4821258	172.9101525	1	131.7893232	125.8703527	152.0505243	147.2969495	158.7001907	39.05934223	44.63989514	153.9840324	42.55409914	77.8948999	277.1594376	127.1418017	83.04003813	190.4988084	189.7457102	269.7962345	174.0750715	161.0760248	101.2409438	266.1622974	143.9192088	226.3124404	186.9661582	179.8105338	157.8257865
"hsa-miR-1909*"	117.4668732	48.46258341	65.94399428	14.92159199	48.56363203	89.22092469	21.58174452	31.90014299	53.17969495	75.20662536	10.02693041	65.17087703	70.75714967	22.82030505	48.11749285	5.653241182	19.04837941	17.31768351	1.838179218	27.23856053	116.5927073	57.23474738	27.45781697	18.957102	6.164204004	65.17087703	87.18612965	63.00834128	93.99833174	1	12.84103908	22.69041945	78.81053384	30.44542421	72.37535748	23.67469018	33.50548141	28.87940896	26.74857007	43.71377502	100.2480934	1	3.443517636	28.52264061	1.197569113	1	28.80290753	1	46.42016206	22.3014776	22.69041945	77.60319352	1	12.45591039	1	1	15.64847474	1	1	89.5107245	43.82387989	1	41.87440419	22.40252622	19.39537655	12.74952336	34.55600572	84.15324118	69.68541468	36.04980934	35.35104862	52.23951382	68.89156339	34.46258341	1	1	24.56744519	32.56744519	35.47688275	23.20567207	18.08508103	30.07125834	24.35009533	31.5793613	1	9.346758818	20.40252622	47.60653003	42.21830315	1	32.66658723	1	30.92945663	1	1	6.164204004	23.76453765	1	1	1	10.53789323	30.68755958	3.229980934	8.807673975	15.64847474	15.76858913	1	16.12035272	43.82387989	30.07125834	33.9935653	28.52264061	29.70328885	2.053622498	38.07554814	24.15181125	22.82030505	3.0107245	1	19.24666349	1	52.3443756	35.8315062	1	38.07554814	18.55981888	1	1	1	1	60.47044805	52.76382269	12.65228789	27.12607245	1	1	1	1	22.95019066	4.711391802	3.229980934	1	50.60557674	1	1.413012393	84.31911344	111.8901335	66.68755958	79.25476644	119.6382269	100.4139657	79.25476644	27.23856053	97.35438513	35.164204	38.07554814
"hsa-miR-190b"	1	1	1	1	1	1	1	1	1	1	1.197569113	1	1	1	1	1	1	1	1	1	1	1	60.87654909	71.70090562	56.39204004	19.24666349	1	1.298617731	7.35772164	98.814347	24.15181125	103.3245949	141.8191134	248.0691134	98.27287893	157.8257865	2.667540515	17.64585319	60.22259295	8.533126787	28.95591039	13.50071497	20.75333651	28.52264061	29.50500477	1	9.238560534	1	29.61177312	1	1	19.58651096	42.87821735	91.56601525	123.6017636	95.98212583	108.1880362	52.23951382	27.45781697	6.942087703	1	5.316253575	1	22.40252622	52.76382269	1	1	1	1	23.20567207	1	1	1	7.474022879	1	1	1	1	1	7.474022879	18.08508103	118.0612488	187.6618208	117.764061	76.10986654	77.45638704	6.799094376	1	70.27621544	36.4635367	4.160390848	7.35772164	1	5.541229743	29.14227836	15.39871306	186.9661582	34.46258341	61.48736892	108.8000477	64.82149666	1.838179218	44.23951382	8.807673975	2.539799809	1	11.26096282	47.94018112	1	1	1	2.412059104	1	72.26668255	38.07554814	1	1	1	96.88965682	153.3048141	121.9416111	90.34771211	97.06124881	235.9716397	233.3400858	54.99451859	143.9192088	137.9506673	50.83817922	1	43.60367016	10.02693041	52.76382269	57.12607245	69.20090562	69.97497617	85.36820782	1	36.92183031	66.86725453	198.0960439	50.73331745	1	297.3987131	9.80386082	7.197569113	1	1	9.346758818	101.2409438	1	1	1	1	1	1
