SystematicName	ControlType	gTotalGeneSignal	gTotalGeneError	gIsGeneDetected
hsa-miR-1	0	253.648	23.6541	1
hsa-miR-100	0	20.3706	2.90212	1
hsa-miR-100*	0	0.805984	1.63229	0
hsa-miR-101	0	3094.85	236.423	1
hsa-miR-101*	0	5.01626	1.91912	0
hsa-miR-103	0	33909.6	2865.99	1
hsa-miR-105	0	0.503393	1.63491	0
hsa-miR-105*	0	-1.02179	1.62711	0
hsa-miR-106a	0	251.179	17.2129	1
hsa-miR-106a*	0	1.87718	1.65177	1
hsa-miR-106b	0	12664.1	1007.15	1
hsa-miR-106b*	0	7.20858	1.829	1
hsa-miR-107	0	19362.8	1539.14	1
hsa-miR-10a	0	253.023	20.4585	1
hsa-miR-10a*	0	0.342497	1.63273	0
hsa-miR-10b	0	5.99721	2.35813	0
hsa-miR-10b*	0	0.425075	2.30489	0
hsa-miR-122	0	-0.204954	2.30388	0
hsa-miR-122*	0	-0.0224536	2.30407	0
hsa-miR-1224-3p	0	-1.71079	1.62715	0
hsa-miR-1224-5p	0	4.38061	1.65598	0
hsa-miR-1225-3p	0	7.7998	1.68059	1
hsa-miR-1225-5p	0	47.6846	2.94605	1
hsa-miR-1226	0	4.52854	1.67966	1
hsa-miR-1226*	0	1.28023	1.63542	0
hsa-miR-1227	0	7.29438	1.73276	1
hsa-miR-1228	0	16.6226	1.83299	1
hsa-miR-1228*	0	-0.711679	1.63037	0
hsa-miR-1229	0	1.51696	1.63596	0
hsa-miR-1231	0	-1.392	1.62791	0
hsa-miR-1233	0	-2.11291	1.62748	0
hsa-miR-1234	0	45.5464	3.1313	1
hsa-miR-1236	0	-0.304938	1.62939	0
hsa-miR-1237	0	2.61521	1.6375	0
hsa-miR-1238	0	7.17238	1.67489	1
hsa-miR-124	0	0.380316	1.88812	0
hsa-miR-124*	0	-2.41559	1.62669	0
hsa-miR-125a-3p	0	10.9705	2.00688	1
hsa-miR-125a-5p	0	1142.83	103.333	1
hsa-miR-125b	0	97.6168	9.53756	1
hsa-miR-125b-1*	0	1.58044	1.63882	0
hsa-miR-125b-2*	0	-0.510617	2.30159	0
hsa-miR-126	0	31720.8	2585.7	1
hsa-miR-126*	0	780.162	66.6966	1
hsa-miR-127-3p	0	66.5708	5.90309	1
hsa-miR-127-5p	0	-0.225328	1.62914	0
hsa-miR-128	0	595.293	48.1608	1
hsa-miR-129*	0	0.563874	2.30485	0
hsa-miR-129-3p	0	1.73732	2.31136	0
hsa-miR-129-5p	0	0.767124	2.30665	0
hsa-miR-130a	0	20749.4	1531.42	1
hsa-miR-130a*	0	-0.650061	1.62955	0
hsa-miR-130b	0	2177.83	181.694	1
hsa-miR-130b*	0	14.0185	1.93029	1
hsa-miR-132	0	62.6628	5.42206	1
hsa-miR-132*	0	7.35241	2.4039	1
hsa-miR-133a	0	12.9594	2.5198	1
hsa-miR-133b	0	197.12	17.7549	1
hsa-miR-134	0	18.1592	2.68417	1
hsa-miR-135a	0	3.74103	2.32158	0
hsa-miR-135a*	0	-0.458748	1.6278	0
hsa-miR-135b	0	0.0775899	2.30363	0
hsa-miR-135b*	0	-2.95699	1.62702	0
hsa-miR-136	0	673.76	53.5913	1
hsa-miR-136*	0	40.7341	3.86335	1
hsa-miR-137	0	-1.88648	2.30129	0
hsa-miR-138	0	-0.579899	2.30194	0
hsa-miR-138-1*	0	-2.93889	1.62667	0
hsa-miR-138-2*	0	-1.32016	1.62692	0
hsa-miR-139-3p	0	57.7551	4.86443	1
hsa-miR-139-5p	0	783.935	69.345	1
hsa-miR-140-3p	0	1369.4	114.219	1
hsa-miR-140-5p	0	4260.04	310.732	1
hsa-miR-141	0	151.968	13.7979	1
hsa-miR-141*	0	-1.79848	1.62764	0
hsa-miR-142-3p	0	64376.9	4722.17	1
hsa-miR-142-5p	0	4391.03	310.597	1
hsa-miR-143	0	59.1517	6.27982	1
hsa-miR-143*	0	1.86184	2.31224	0
hsa-miR-144	0	460.938	32.7987	1
hsa-miR-144*	0	56.3836	5.759	1
hsa-miR-145	0	218.845	19.6658	1
hsa-miR-145*	0	5.08454	2.35871	0
hsa-miR-146a	0	6133.28	532.229	1
hsa-miR-146a*	0	-0.0755321	1.62898	0
hsa-miR-146b-3p	0	0.134168	1.63142	0
hsa-miR-146b-5p	0	618.724	55.1294	1
hsa-miR-147	0	0.256051	2.3082	0
hsa-miR-147b	0	0.370366	1.64111	0
hsa-miR-148a	0	1982.33	147.162	1
hsa-miR-148a*	0	2.71234	1.67185	1
hsa-miR-148b	0	1709.06	155.22	1
hsa-miR-148b*	0	6.21133	1.7104	1
hsa-miR-149	0	3.78651	2.32118	0
hsa-miR-149*	0	-0.389044	1.63036	0
hsa-miR-150	0	1741.23	142.679	1
hsa-miR-150*	0	1.40083	1.63314	0
hsa-miR-151-3p	0	3413.07	269.057	1
hsa-miR-151-5p	0	10116.6	885.249	1
hsa-miR-152	0	149.108	14.4505	1
hsa-miR-153	0	17.7267	2.88282	1
hsa-miR-154	0	48.2684	4.9796	1
hsa-miR-154*	0	38.0838	3.55401	1
hsa-miR-155	0	174.415	15.1317	1
hsa-miR-155*	0	-2.23287	1.62708	0
hsa-miR-15a	0	25120.2	1857.08	1
hsa-miR-15a*	0	25.847	2.84696	1
hsa-miR-15b	0	47896.6	3654.13	1
hsa-miR-15b*	0	20.9924	2.43033	1
hsa-miR-16	0	50003.4	4191.23	1
hsa-miR-16-1*	0	1.96068	1.63429	0
hsa-miR-16-2*	0	83.9405	8.00289	1
hsa-miR-17	0	11498.2	944.073	1
hsa-miR-17*	0	1016.81	86.0585	1
hsa-miR-181a	0	2036.83	167.014	1
hsa-miR-181a*	0	60.6668	5.0571	1
hsa-miR-181a-2*	0	67.1372	5.13596	1
hsa-miR-181b	0	130.955	10.1908	1
hsa-miR-181c	0	218.29	16.9119	1
hsa-miR-181c*	0	152.799	10.4532	1
hsa-miR-181d	0	342.503	26.3759	1
hsa-miR-182	0	6.30532	1.69419	1
hsa-miR-182*	0	0.691537	1.63217	0
hsa-miR-183	0	2.57311	1.64201	0
hsa-miR-183*	0	-1.69461	1.6267	0
hsa-miR-184	0	1.66828	2.30793	0
hsa-miR-185	0	9522.74	769.395	1
hsa-miR-185*	0	0.571721	1.63176	0
hsa-miR-186	0	478.961	36.9486	1
hsa-miR-186*	0	12.1495	1.80343	1
hsa-miR-187	0	-0.408351	1.63061	0
hsa-miR-187*	0	-1.72902	1.62707	0
hsa-miR-188-3p	0	1.36787	1.64167	0
hsa-miR-188-5p	0	8.84277	2.39476	1
hsa-miR-18a	0	1872.32	155.177	1
hsa-miR-18a*	0	-0.50246	1.63078	0
hsa-miR-18b	0	741.741	64.3589	1
hsa-miR-18b*	0	-0.296409	1.6283	0
hsa-miR-190	0	3.53791	2.31621	0
hsa-miR-190b	0	1.06699	1.6371	0
hsa-miR-191	0	18.618	2.1414	1
hsa-miR-191*	0	6.74325	1.6629	0
hsa-miR-192	0	230.551	18.8434	1
hsa-miR-192*	0	-0.177725	2.31124	0
hsa-miR-193a-3p	0	9.9503	2.49909	1
hsa-miR-193a-5p	0	0.689729	2.30912	0
hsa-miR-193b	0	0.293917	2.30462	0
hsa-miR-193b*	0	-1.88867	1.62711	0
hsa-miR-194	0	106.553	9.19519	1
hsa-miR-194*	0	-0.06472	1.62892	0
hsa-miR-195	0	375.151	33.4646	1
hsa-miR-195*	0	-0.470664	1.63271	0
hsa-miR-196a	0	3.02293	2.32441	0
hsa-miR-196a*	0	-1.50029	1.62737	0
hsa-miR-196b	0	86.5645	7.52939	1
hsa-miR-197	0	3257.39	251.375	1
hsa-miR-198	0	-1.14606	2.30208	0
hsa-miR-199a-5p	0	7611.41	691.937	1
hsa-miR-199b-3p	0	31256.4	2339.24	1
hsa-miR-199b-5p	0	60.4243	5.90241	1
hsa-miR-19a	0	11161.2	841.162	1
hsa-miR-19a*	0	1.45863	1.63982	0
hsa-miR-19b	0	30933.8	2771.11	1
hsa-miR-19b-1*	0	86.3312	8.17013	1
hsa-miR-19b-2*	0	1.25458	1.63234	0
hsa-miR-200a	0	13.3424	2.55339	1
hsa-miR-200a*	0	0.165956	1.89271	0
hsa-miR-200b	0	70.124	6.59151	1
hsa-miR-200b*	0	-0.130858	1.62923	0
hsa-miR-200c	0	171.356	16.6689	1
hsa-miR-200c*	0	-1.02286	1.62761	0
hsa-miR-202	0	0.0362354	2.30213	0
hsa-miR-202*	0	0.578544	2.30511	0
hsa-miR-203	0	0.150628	2.30572	0
hsa-miR-204	0	29.2336	3.43808	1
hsa-miR-205	0	-1.02444	2.30197	0
hsa-miR-206	0	0.479927	2.30815	0
hsa-miR-208a	0	0.249875	2.30365	0
hsa-miR-208b	0	-1.50857	2.30118	0
hsa-miR-20a	0	26689.8	1993.92	1
hsa-miR-20a*	0	201.819	17.7429	1
hsa-miR-20b	0	3167.75	267.059	1
hsa-miR-20b*	0	-0.945621	1.62859	0
hsa-miR-21	0	142350	10843.8	1
hsa-miR-21*	0	156.602	13.9044	1
hsa-miR-210	0	391.067	30.3787	1
hsa-miR-211	0	2.92586	2.31584	0
hsa-miR-212	0	5.65562	2.35596	0
hsa-miR-214	0	-1.57488	2.30134	0
hsa-miR-214*	0	-1.32672	2.30145	0
hsa-miR-215	0	49.5916	4.21604	1
hsa-miR-216a	0	-2.7141	1.62693	0
hsa-miR-216b	0	-1.50331	1.62753	0
hsa-miR-217	0	-1.62196	1.62704	0
hsa-miR-218	0	1.14348	2.30401	0
hsa-miR-218-1*	0	-1.54532	1.62744	0
hsa-miR-218-2*	0	-2.56498	1.62737	0
hsa-miR-219-1-3p	0	-1.44262	1.62964	0
hsa-miR-219-2-3p	0	-0.895586	2.3008	0
hsa-miR-219-5p	0	52.9123	4.55567	1
hsa-miR-22	0	46742.5	4085.52	1
hsa-miR-22*	0	170.761	14.8587	1
hsa-miR-220a	0	-1.12676	1.62721	0
hsa-miR-220b	0	-0.155991	1.6292	0
hsa-miR-220c	0	-0.57823	1.6288	0
hsa-miR-221	0	5239.11	435.254	1
hsa-miR-221*	0	291.479	23.8221	1
hsa-miR-222	0	150.729	14.5368	1
hsa-miR-222*	0	0.369808	1.64052	0
hsa-miR-223	0	146341	10781.8	1
hsa-miR-223*	0	170.046	13.1385	1
hsa-miR-224	0	467.18	35.8798	1
hsa-miR-23a	0	32527.1	2576.24	1
hsa-miR-23a*	0	11.1561	1.86113	1
hsa-miR-23b	0	7060.2	584.367	1
hsa-miR-23b*	0	13.9815	1.94264	1
hsa-miR-24	0	29787.3	2134.28	1
hsa-miR-24-1*	0	328.221	26.1722	1
hsa-miR-24-2*	0	-1.13518	1.62839	0
hsa-miR-25	0	4583.08	410.034	1
hsa-miR-25*	0	1.94105	1.64129	0
hsa-miR-26a	0	20284	1604.66	1
hsa-miR-26a-1*	0	20.8982	2.35751	1
hsa-miR-26a-2*	0	-0.188835	1.62754	0
hsa-miR-26b	0	12896.3	947.488	1
hsa-miR-26b*	0	19.7232	2.21191	1
hsa-miR-27a	0	52148.2	4177.18	1
hsa-miR-27a*	0	-1.01603	1.62752	0
hsa-miR-27b	0	10177.6	803.837	1
hsa-miR-27b*	0	-0.0889978	1.62972	0
hsa-miR-28-3p	0	0.779225	1.64511	0
hsa-miR-28-5p	0	3041.35	230.067	1
hsa-miR-296-3p	0	-1.89494	1.62752	0
hsa-miR-296-5p	0	2.70536	2.31868	0
hsa-miR-297	0	0.191165	1.62937	0
hsa-miR-298	0	-1.53541	1.62676	0
hsa-miR-299-3p	0	16.3142	2.61649	1
hsa-miR-299-5p	0	51.3204	5.0253	1
hsa-miR-29a	0	3903.97	323.292	1
hsa-miR-29a*	0	3.06915	1.653	0
hsa-miR-29b	0	3663.55	340.091	1
hsa-miR-29b-1*	0	12.902	1.80395	1
hsa-miR-29b-2*	0	0.587984	1.63098	0
hsa-miR-29c	0	6113.23	433.23	1
hsa-miR-29c*	0	121.96	10.8629	1
hsa-miR-300	0	0.940524	1.63165	0
hsa-miR-301a	0	3743.14	321.744	1
hsa-miR-301b	0	245.663	20.0029	1
hsa-miR-302a	0	-0.446645	2.30403	0
hsa-miR-302a*	0	0.730414	1.63006	0
hsa-miR-302b	0	0.878368	1.63316	0
hsa-miR-302b*	0	-0.592955	1.62813	0
hsa-miR-302c	0	-0.612251	1.88687	0
hsa-miR-302c*	0	0.742839	2.30973	0
hsa-miR-302d	0	0.0959802	1.88903	0
hsa-miR-302d*	0	4.66937	1.66298	1
hsa-miR-30a	0	344.155	30.114	1
hsa-miR-30a*	0	16.925	2.63731	1
hsa-miR-30b	0	5153.67	410.086	1
hsa-miR-30b*	0	39.286	4.36605	1
hsa-miR-30c	0	2720.11	247.618	1
hsa-miR-30c-1*	0	16.5468	2.28086	1
hsa-miR-30c-2*	0	-0.261646	2.30263	0
hsa-miR-30d	0	9544.73	686.01	1
hsa-miR-30d*	0	41.9188	3.34958	1
hsa-miR-30e	0	5280.16	442.39	1
hsa-miR-30e*	0	909.033	74.8488	1
hsa-miR-31	0	4.33387	2.33054	0
hsa-miR-31*	0	2.16334	2.30936	0
hsa-miR-32	0	261.366	16.1923	1
hsa-miR-32*	0	3.98194	1.65026	0
hsa-miR-320	0	2025.34	185.694	1
hsa-miR-323-3p	0	20.2168	2.78788	1
hsa-miR-323-5p	0	-2.42576	1.62698	0
hsa-miR-324-3p	0	1879.97	152.422	1
hsa-miR-324-5p	0	2302.78	176.968	1
hsa-miR-325	0	-0.51752	1.62912	0
hsa-miR-326	0	1062.25	86.0052	1
hsa-miR-328	0	742.41	68.6819	1
hsa-miR-329	0	16.8847	2.69863	1
hsa-miR-330-3p	0	248.928	21.3534	1
hsa-miR-330-5p	0	0.962503	1.63232	0
hsa-miR-331-3p	0	6564.53	517.748	1
hsa-miR-331-5p	0	0.653171	1.6352	0
hsa-miR-335	0	399.603	36.8276	1
hsa-miR-335*	0	43.587	2.85573	1
hsa-miR-337-3p	0	26.9431	3.0495	1
hsa-miR-337-5p	0	148.699	11.7849	1
hsa-miR-338-3p	0	936.689	83.2801	1
hsa-miR-338-5p	0	-0.0134134	1.63112	0
hsa-miR-339-3p	0	46.9895	4.21675	1
hsa-miR-339-5p	0	5.0336	1.68388	1
hsa-miR-33a	0	895.374	79.3395	1
hsa-miR-33a*	0	-0.755725	1.62851	0
hsa-miR-33b	0	26.959	2.62746	1
hsa-miR-33b*	0	4.08982	1.64695	0
hsa-miR-340	0	739.027	52.3475	1
hsa-miR-340*	0	951.771	84.6157	1
hsa-miR-342-3p	0	1708.75	149.957	1
hsa-miR-342-5p	0	65.9783	6.31839	1
hsa-miR-345	0	0.84141	1.63427	0
hsa-miR-346	0	-1.20137	1.88646	0
hsa-miR-34a	0	69.0075	6.0248	1
hsa-miR-34a*	0	-1.59718	2.30187	0
hsa-miR-34b	0	0.569342	2.30447	0
hsa-miR-34b*	0	0.266322	2.30401	0
hsa-miR-34c-3p	0	-2.71092	1.62675	0
hsa-miR-34c-5p	0	-0.506396	2.30163	0
hsa-miR-361-3p	0	133.042	12.3913	1
hsa-miR-361-5p	0	1814.34	157.508	1
hsa-miR-362-3p	0	60.1563	5.40164	1
hsa-miR-362-5p	0	151.594	13.0065	1
hsa-miR-363	0	931.7	68.2105	1
hsa-miR-363*	0	-0.529605	1.62813	0
hsa-miR-365	0	8.76064	2.38864	0
hsa-miR-367	0	0.294831	2.30332	0
hsa-miR-367*	0	-1.33166	1.62961	0
hsa-miR-369-3p	0	2.39317	2.31344	0
hsa-miR-369-5p	0	19.1652	2.7815	1
hsa-miR-370	0	20.9962	3.07727	1
hsa-miR-371-3p	0	0.671905	2.30378	0
hsa-miR-371-5p	0	0.312052	1.63045	0
hsa-miR-372	0	-2.76826	2.30243	0
hsa-miR-373	0	2.12052	2.3109	0
hsa-miR-373*	0	-0.767748	2.30095	0
hsa-miR-374a	0	2211.81	157.471	1
hsa-miR-374a*	0	0.0353172	1.63062	0
hsa-miR-374b	0	2633.66	186.377	1
hsa-miR-374b*	0	2.9381	1.64128	0
hsa-miR-375	0	-1.25265	2.30182	0
hsa-miR-376a	0	395.401	32.0315	1
hsa-miR-376a*	0	75.0799	7.061	1
hsa-miR-376b	0	62.299	5.92484	1
hsa-miR-376c	0	828.665	64.7405	1
hsa-miR-377	0	434.786	38.6004	1
hsa-miR-377*	0	9.45032	1.79897	1
hsa-miR-378	0	18.4704	2.79269	1
hsa-miR-378*	0	20.9373	2.78948	1
hsa-miR-379	0	134.024	11.6848	1
hsa-miR-379*	0	-0.3742	1.63087	0
hsa-miR-380	0	2.92346	2.31228	0
hsa-miR-380*	0	-0.4799	1.62798	0
hsa-miR-381	0	164.89	13.4235	1
hsa-miR-382	0	47.6674	4.98188	1
hsa-miR-383	0	-0.0513564	1.88709	0
hsa-miR-384	0	-0.994929	3.25502	0
hsa-miR-409-3p	0	192.867	14.174	1
hsa-miR-409-5p	0	36.203	2.86406	1
hsa-miR-410	0	326.843	23.2876	1
hsa-miR-411	0	33.4409	3.48273	1
hsa-miR-411*	0	5.53583	1.7258	1
hsa-miR-412	0	-2.6538	1.62698	0
hsa-miR-421	0	62.054	6.0834	1
hsa-miR-422a	0	-0.822847	1.62883	0
hsa-miR-423-3p	0	78.4609	5.77659	1
hsa-miR-423-5p	0	619.917	56.9748	1
hsa-miR-424	0	801.461	63.7649	1
hsa-miR-424*	0	0.291489	2.30683	0
hsa-miR-425	0	4256.56	341.911	1
hsa-miR-425*	0	14.879	2.65417	1
hsa-miR-429	0	9.09186	2.40415	1
hsa-miR-431	0	198.047	17.601	1
hsa-miR-431*	0	0.0348158	1.62959	0
hsa-miR-432	0	120.696	9.76977	1
hsa-miR-432*	0	-0.740044	1.628	0
hsa-miR-433	0	18.3373	2.93464	1
hsa-miR-448	0	0.175738	1.63007	0
hsa-miR-449a	0	8.0201	2.40905	1
hsa-miR-449b	0	-0.84933	1.88642	0
hsa-miR-450a	0	9.59811	2.40406	1
hsa-miR-450b-3p	0	0.00511546	1.62868	0
hsa-miR-450b-5p	0	-0.0480141	1.62885	0
hsa-miR-451	0	13931.8	1009.79	1
hsa-miR-452	0	23.2674	2.9058	1
hsa-miR-452*	0	-0.389063	1.63095	0
hsa-miR-453	0	0.0281892	1.62805	0
hsa-miR-454	0	442.137	40.7918	1
hsa-miR-454*	0	39.1549	3.36817	1
hsa-miR-455-3p	0	-1.22693	2.30457	0
hsa-miR-455-5p	0	0.0543332	2.30269	0
hsa-miR-483-3p	0	1.33455	2.31337	0
hsa-miR-483-5p	0	1.96146	2.30762	0
hsa-miR-484	0	942.824	77.1739	1
hsa-miR-485-3p	0	97.4966	8.98536	1
hsa-miR-485-5p	0	7.94392	2.01178	1
hsa-miR-486-3p	0	98.5796	8.36058	1
hsa-miR-486-5p	0	2397.11	181.085	1
hsa-miR-487a	0	16.0036	2.68006	1
hsa-miR-487b	0	177.05	15.1044	1
hsa-miR-488	0	-0.718212	2.30203	0
hsa-miR-488*	0	-1.35549	2.30098	0
hsa-miR-489	0	-0.544446	2.3012	0
hsa-miR-490-3p	0	-0.807052	2.30243	0
hsa-miR-490-5p	0	-0.579991	1.62939	0
hsa-miR-491-3p	0	1.73605	1.63734	0
hsa-miR-491-5p	0	8.23035	1.83999	1
hsa-miR-492	0	-0.361727	2.30428	0
hsa-miR-493	0	-0.277274	1.62909	0
hsa-miR-493*	0	74.5114	7.04944	1
hsa-miR-494	0	16.882	2.60548	1
hsa-miR-495	0	168.939	13.7777	1
hsa-miR-496	0	0.583809	2.30624	0
hsa-miR-497	0	129.879	11.7957	1
hsa-miR-497*	0	-1.30437	1.62718	0
hsa-miR-498	0	1.39127	2.30802	0
hsa-miR-499-3p	0	-0.768709	1.62903	0
hsa-miR-499-5p	0	6.15497	2.34975	0
hsa-miR-500	0	-0.146332	1.88935	0
hsa-miR-500*	0	75.0469	6.56187	1
hsa-miR-501-3p	0	20.3211	2.22487	1
hsa-miR-501-5p	0	6.93948	1.68918	1
hsa-miR-502-3p	0	53.1384	5.14879	1
hsa-miR-502-5p	0	20.8388	2.9647	1
hsa-miR-503	0	91.4318	6.76972	1
hsa-miR-504	0	0.551744	1.63075	0
hsa-miR-505	0	286.366	24.6976	1
hsa-miR-505*	0	128.418	8.65892	1
hsa-miR-506	0	-0.509061	2.30289	0
hsa-miR-507	0	-0.426149	2.30234	0
hsa-miR-508-3p	0	-0.832705	2.30179	0
hsa-miR-508-5p	0	-1.05079	1.88635	0
hsa-miR-509-3-5p	0	0.650175	2.31016	0
hsa-miR-509-3p	0	-0.964292	2.30343	0
hsa-miR-509-5p	0	0.636266	2.30246	0
hsa-miR-510	0	-1.98632	2.30081	0
hsa-miR-511	0	-0.400847	1.6282	0
hsa-miR-512-3p	0	-0.951007	2.30096	0
hsa-miR-512-5p	0	-2.06517	2.30053	0
hsa-miR-513a-3p	0	0.0633669	1.63947	0
hsa-miR-513a-5p	0	-0.615714	2.30355	0
hsa-miR-513b	0	0.442196	1.62984	0
hsa-miR-513c	0	-0.0627285	1.62856	0
hsa-miR-514	0	-1.03567	2.30228	0
hsa-miR-515-3p	0	-1.02261	2.30121	0
hsa-miR-515-5p	0	-1.1935	1.88646	0
hsa-miR-516a-3p	0	-1.31568	1.88683	0
hsa-miR-516a-5p	0	-1.61875	2.30084	0
hsa-miR-516b	0	-0.725262	2.30087	0
hsa-miR-517*	0	1.13035	2.30507	0
hsa-miR-517a	0	0.985431	2.30548	0
hsa-miR-517b	0	-0.375434	2.30279	0
hsa-miR-517c	0	0.0728902	2.30258	0
hsa-miR-518a-3p	0	-1.89771	2.30069	0
hsa-miR-518b	0	0.113469	2.30334	0
hsa-miR-518c	0	-2.08543	2.30304	0
hsa-miR-518c*	0	-0.47785	2.30183	0
hsa-miR-518d-3p	0	-0.7248	2.3053	0
hsa-miR-518d-5p	0	-0.989143	2.30237	0
hsa-miR-518e	0	-0.411913	2.30374	0
hsa-miR-518e*	0	1.71247	1.89391	0
hsa-miR-518f	0	-0.0327287	2.30387	0
hsa-miR-518f*	0	-1.85339	2.30298	0
hsa-miR-519a	0	-0.751546	2.30408	0
hsa-miR-519b-3p	0	0.577034	2.30589	0
hsa-miR-519c-3p	0	-0.037066	2.30244	0
hsa-miR-519d	0	1.40599	2.3052	0
hsa-miR-519e	0	0.0995298	2.30312	0
hsa-miR-519e*	0	0.0836787	2.30555	0
hsa-miR-520a-3p	0	0.154772	2.30347	0
hsa-miR-520a-5p	0	-1.25973	2.30212	0
hsa-miR-520b	0	0.588984	2.30307	0
hsa-miR-520c-3p	0	-0.375302	2.30264	0
hsa-miR-520d-3p	0	1.62496	2.31015	0
hsa-miR-520d-5p	0	-1.7958	2.30109	0
hsa-miR-520e	0	-0.00806496	1.89026	0
hsa-miR-520f	0	1.09535	2.30815	0
hsa-miR-520g	0	-0.479026	2.30141	0
hsa-miR-520h	0	-0.225171	1.88733	0
hsa-miR-521	0	0.550359	2.31057	0
hsa-miR-522	0	0.160162	2.30477	0
hsa-miR-523	0	-1.06089	2.30098	0
hsa-miR-524-3p	0	-1.3041	2.30063	0
