SystematicName	ControlType	gTotalGeneSignal	gTotalGeneError	gIsGeneDetected
hsa-miR-106b*	0	6.2843	1.57234	1
hsa-miR-107	0	17009	1353.93	1
hsa-miR-10a	0	186.11	15.0351	1
hsa-miR-10a*	0	1.02319	1.36869	0
hsa-miR-10b	0	7.33682	2.01053	1
hsa-miR-10b*	0	-1.09727	1.92222	0
hsa-miR-122	0	-0.159673	1.9234	0
hsa-miR-122*	0	-0.908526	1.91998	0
hsa-miR-1224-3p	0	-0.541492	1.3588	0
hsa-miR-1224-5p	0	2.67497	1.37083	0
hsa-miR-1225-3p	0	6.37128	1.41383	1
hsa-miR-1225-5p	0	82.553	4.43454	1
hsa-miR-1226	0	0.684831	1.36648	0
hsa-miR-1226*	0	5.10612	1.38924	0
hsa-miR-1227	0	2.19478	1.38684	1
hsa-miR-1228	0	17.9278	1.63759	1
hsa-miR-1228*	0	-0.773847	1.35919	0
hsa-miR-1229	0	3.06745	1.3739	0
hsa-miR-1231	0	-1.52744	1.35804	0
hsa-miR-1233	0	-2.04016	1.35765	0
hsa-miR-1234	0	33.8601	2.31434	1
hsa-miR-1236	0	-0.776135	1.35864	0
hsa-miR-1237	0	3.56907	1.37902	0
hsa-miR-1238	0	10.5334	1.48615	1
hsa-miR-124	0	1.03395	1.58105	0
hsa-miR-124*	0	-1.93948	1.35838	0
hsa-miR-125a-3p	0	27.5376	2.26603	1
hsa-miR-125a-5p	0	1380.53	126.312	1
hsa-miR-125b	0	100.957	9.78863	1
hsa-miR-125b-1*	0	5.86403	1.4614	1
hsa-miR-125b-2*	0	0.239937	1.92506	0
hsa-miR-126	0	25216.3	2044.68	1
hsa-miR-126*	0	617.224	52.8358	1
hsa-miR-127-3p	0	198.494	16.6342	1
hsa-miR-127-5p	0	-0.992591	1.35825	0
hsa-miR-128	0	505.618	40.9086	1
hsa-miR-129*	0	1.08107	1.92722	0
hsa-miR-129-3p	0	1.99722	1.93617	0
hsa-miR-129-5p	0	0.404162	1.92947	0
hsa-miR-130a	0	18014.4	1341.6	1
hsa-miR-130a*	0	0.572417	1.35969	0
hsa-miR-130b	0	2784.54	236.619	1
hsa-miR-130b*	0	17.1866	1.8559	1
hsa-miR-132	0	68.9875	5.81303	1
hsa-miR-132*	0	8.72903	2.09676	1
hsa-miR-133a	0	6.77707	2.00949	1
hsa-miR-133b	0	130.673	11.8247	1
hsa-miR-134	0	49.112	4.29271	1
hsa-miR-135a	0	2.57933	1.93249	0
hsa-miR-135a*	0	1.43765	1.36356	0
hsa-miR-135b	0	-0.223972	1.9223	0
hsa-miR-135b*	0	-1.24431	1.36458	0
hsa-miR-136	0	673.879	53.275	1
hsa-miR-136*	0	71.8647	5.84931	1
hsa-miR-137	0	0.480959	1.92486	0
hsa-miR-138	0	-0.947275	1.92007	0
hsa-miR-138-1*	0	-1.55987	1.35842	0
hsa-miR-138-2*	0	-0.4187	1.35902	0
hsa-miR-139-3p	0	29.2203	2.92127	1
hsa-miR-139-5p	0	573.851	50.9948	1
hsa-miR-140-3p	0	1083.61	91.1672	1
hsa-miR-140-5p	0	3333.84	244.405	1
hsa-miR-141	0	118.822	10.8325	1
hsa-miR-141*	0	0.0567985	1.35957	0
hsa-miR-142-3p	0	35132.7	2616.96	1
hsa-miR-142-5p	0	2806.39	198.621	1
hsa-miR-143	0	118.85	11.8058	1
hsa-miR-143*	0	2.86739	1.94255	0
hsa-miR-144	0	759.106	53.8884	1
hsa-miR-144*	0	195.259	18.0847	1
hsa-miR-145	0	318.074	28.5596	1
hsa-miR-145*	0	8.05649	2.05749	1
hsa-miR-146a	0	4137.98	360.183	1
hsa-miR-146a*	0	0.325394	1.35996	0
hsa-miR-146b-3p	0	-0.697028	1.35982	0
hsa-miR-146b-5p	0	462.216	41.3665	1
hsa-miR-147	0	0.275314	1.92436	0
hsa-miR-147b	0	-2.27076	1.35827	0
hsa-miR-148a	0	1514.25	112.275	1
hsa-miR-148a*	0	2.44573	1.38922	1
hsa-miR-148b	0	1480.19	134.782	1
hsa-miR-148b*	0	5.1613	1.42402	1
hsa-miR-149	0	1.46648	1.92667	0
hsa-miR-149*	0	-0.290691	1.35836	0
hsa-miR-150	0	877.284	74.6085	1
hsa-miR-150*	0	7.56611	1.41687	1
hsa-miR-151-3p	0	3165.13	252.086	1
hsa-miR-151-5p	0	9875.15	867.253	1
hsa-miR-152	0	130.044	12.6279	1
hsa-miR-153	0	5.41672	1.98991	1
hsa-miR-154	0	130.353	12.182	1
hsa-miR-154*	0	60.4744	4.69892	1
hsa-miR-155	0	186.021	16.1921	1
hsa-miR-155*	0	-0.718145	1.35818	0
hsa-miR-15a	0	17759.9	1313.57	1
hsa-miR-15a*	0	14.6626	1.88777	1
hsa-miR-15b	0	42596.9	3296.65	1
hsa-miR-15b*	0	16.208	1.91246	1
hsa-miR-16	0	41968.6	3530.6	1
hsa-miR-16-1*	0	-0.28844	1.35969	0
hsa-miR-16-2*	0	59.8803	5.63099	1
hsa-miR-17	0	9956.42	829.804	1
hsa-miR-17*	0	512.219	45.3049	1
hsa-miR-181a	0	1601.48	132.949	1
hsa-miR-181a*	0	51.4266	4.23418	1
hsa-miR-181a-2*	0	59.5586	4.58879	1
hsa-miR-181b	0	90.5501	7.0742	1
hsa-miR-181c	0	146.297	11.3494	1
hsa-miR-181c*	0	113.916	7.91352	1
hsa-miR-181d	0	194.533	15.7459	1
hsa-miR-182	0	3.59087	1.41772	1
hsa-miR-182*	0	-0.334053	1.36282	0
hsa-miR-183	0	18.7178	1.80406	1
hsa-miR-183*	0	-0.886322	1.35879	0
hsa-miR-184	0	0.920131	1.92423	0
hsa-miR-185	0	6952.43	571.345	1
hsa-miR-185*	0	-0.0801378	1.36166	0
hsa-miR-186	0	352.246	26.8601	1
hsa-miR-186*	0	5.90403	1.42044	1
hsa-miR-187	0	-0.647966	1.36397	0
hsa-miR-187*	0	2.03485	1.36719	0
hsa-miR-188-3p	0	0.95297	1.36835	0
hsa-miR-188-5p	0	7.45267	1.99388	0
hsa-miR-18a	0	1536.12	126.388	1
hsa-miR-18a*	0	1.76463	1.42199	0
hsa-miR-18b	0	630.27	55.074	1
hsa-miR-18b*	0	1.62274	1.40232	0
hsa-miR-190	0	1.57706	1.92657	0
hsa-miR-190b	0	1.79457	1.36502	0
hsa-miR-191	0	15.3736	1.7955	1
hsa-miR-191*	0	8.94081	1.43845	1
hsa-miR-192	0	174.24	14.1731	1
hsa-miR-192*	0	-0.941353	1.92255	0
hsa-miR-193a-3p	0	4.53013	1.98209	1
hsa-miR-193a-5p	0	4.42465	1.95552	0
hsa-miR-193b	0	-0.367358	1.92542	0
hsa-miR-193b*	0	0.496318	1.36342	0
hsa-miR-194	0	90.3671	7.77453	1
hsa-miR-194*	0	0.340283	1.36154	0
hsa-miR-195	0	387.67	33.6924	1
hsa-miR-195*	0	-0.348747	1.35909	0
hsa-miR-196a	0	1.40854	1.9369	0
hsa-miR-196a*	0	-2.14015	1.36055	0
hsa-miR-196b	0	88.5126	7.51138	1
hsa-miR-197	0	2193.02	170.68	1
hsa-miR-198	0	-0.604525	1.9202	0
hsa-miR-199a-5p	0	4673.15	428.505	1
hsa-miR-199b-3p	0	20219.3	1530.95	1
hsa-miR-199b-5p	0	61.3596	5.85474	1
hsa-miR-19a	0	6667.25	501.531	1
hsa-miR-19a*	0	1.20281	1.36148	0
hsa-miR-19b	0	22215.4	2020.5	1
hsa-miR-19b-1*	0	82.6522	7.78714	1
hsa-miR-19b-2*	0	-0.324614	1.36016	0
hsa-miR-200a	0	8.46763	2.06374	1
hsa-miR-200a*	0	-0.342061	1.57993	0
hsa-miR-200b	0	58.012	5.46194	1
hsa-miR-200b*	0	-0.406797	1.36131	0
hsa-miR-200c	0	191.45	18.622	1
hsa-miR-200c*	0	0.616913	1.36223	0
hsa-miR-202	0	-0.515501	1.9205	0
hsa-miR-202*	0	-0.787529	1.92227	0
hsa-miR-203	0	0.756031	1.92467	0
hsa-miR-204	0	55.0542	5.27038	1
hsa-miR-205	0	-1.6574	1.9206	0
hsa-miR-206	0	2.16606	1.93379	0
hsa-miR-208a	0	-1.63614	1.92211	0
hsa-miR-208b	0	1.08645	1.92661	0
hsa-miR-20a	0	22829.6	1718.17	1
hsa-miR-20a*	0	141.065	12.6102	1
hsa-miR-20b	0	2533.48	213.786	1
hsa-miR-20b*	0	-0.0962843	1.36113	0
hsa-miR-21	0	116578	9078.72	1
hsa-miR-21*	0	103.523	9.0796	1
hsa-miR-210	0	353.924	28.0125	1
hsa-miR-211	0	1.95657	1.92703	0
hsa-miR-212	0	8.65922	2.04867	1
hsa-miR-214	0	-1.57146	1.91986	0
hsa-miR-214*	0	-0.572028	1.92197	0
hsa-miR-215	0	34.9774	3.14051	1
hsa-miR-216a	0	-1.75969	1.3599	0
hsa-miR-216b	0	-1.11569	1.35869	0
hsa-miR-217	0	-1.48424	1.35891	0
hsa-miR-218	0	-0.846778	1.92357	0
hsa-miR-218-1*	0	-1.35495	1.35966	0
hsa-miR-218-2*	0	-2.29256	1.358	0
hsa-miR-219-1-3p	0	-2.39399	1.35767	0
hsa-miR-219-2-3p	0	0.245957	1.9236	0
hsa-miR-219-5p	0	19.8766	2.44413	1
hsa-miR-22	0	39136.7	3441.44	1
hsa-miR-22*	0	135.441	11.813	1
hsa-miR-220a	0	-0.819156	1.35917	0
hsa-miR-220b	0	-1.00453	1.35784	0
hsa-miR-220c	0	-0.0397379	1.35979	0
hsa-miR-221	0	4179.32	345.521	1
hsa-miR-221*	0	228.13	18.894	1
hsa-miR-222	0	126.567	12.125	1
hsa-miR-222*	0	0.423064	1.37575	0
hsa-miR-223	0	115934	8745.84	1
hsa-miR-223*	0	131.289	10.2381	1
hsa-miR-224	0	228.479	17.5473	1
hsa-miR-23a	0	27369.3	2145.74	1
hsa-miR-23a*	0	8.10593	1.52719	1
hsa-miR-23b	0	4371.67	363.741	1
hsa-miR-23b*	0	7.90358	1.52007	1
hsa-miR-24	0	23219.6	1678.16	1
hsa-miR-24-1*	0	143.265	11.5674	1
hsa-miR-24-2*	0	-1.59379	1.35957	0
hsa-miR-25	0	4932.19	444.871	1
hsa-miR-25*	0	1.07164	1.36673	0
hsa-miR-26a	0	15515.2	1210.83	1
hsa-miR-26a-1*	0	13.8015	1.77656	1
hsa-miR-26a-2*	0	-0.165282	1.35866	0
hsa-miR-26b	0	7554.26	558.367	1
hsa-miR-26b*	0	12.8813	1.69861	1
hsa-miR-27a	0	42674.9	3421.64	1
hsa-miR-27a*	0	-1.24528	1.35794	0
hsa-miR-27b	0	6510.85	519.597	1
hsa-miR-27b*	0	-1.1086	1.35792	0
hsa-miR-28-3p	0	0.552582	1.36929	0
hsa-miR-28-5p	0	2222.46	168.662	1
hsa-miR-296-3p	0	-0.503645	1.35964	0
hsa-miR-296-5p	0	3.37736	1.94229	0
hsa-miR-297	0	-0.36463	1.35997	0
hsa-miR-298	0	-1.46012	1.36608	0
hsa-miR-299-3p	0	40.4214	3.6633	1
hsa-miR-299-5p	0	132.181	11.5904	1
hsa-miR-29a	0	3911.88	325.746	1
hsa-miR-29a*	0	3.24752	1.37363	0
hsa-miR-29b	0	1512.17	140.66	1
hsa-miR-29b-1*	0	14.7288	1.6558	1
hsa-miR-29b-2*	0	-0.65581	1.3578	0
hsa-miR-29c	0	3918.6	277.81	1
hsa-miR-29c*	0	107.296	9.37689	1
hsa-miR-300	0	-1.63384	1.35799	0
hsa-miR-301a	0	2333.77	202.608	1
hsa-miR-301b	0	258.181	21.2954	1
hsa-miR-302a	0	0.0718144	1.92116	0
hsa-miR-302a*	0	-1.59193	1.35821	0
hsa-miR-302b	0	-0.344563	1.36229	0
hsa-miR-302b*	0	-0.57846	1.35833	0
hsa-miR-302c	0	0.0158856	1.57556	0
hsa-miR-302c*	0	-0.663162	1.92357	0
hsa-miR-302d	0	-0.244342	1.57572	0
hsa-miR-302d*	0	3.71866	1.38721	0
hsa-miR-30a	0	284.553	24.6234	1
hsa-miR-30a*	0	31.2897	3.02527	1
hsa-miR-30b	0	3947.89	310.201	1
hsa-miR-30b*	0	39.9534	4.25849	1
hsa-miR-30c	0	2055.39	186.154	1
hsa-miR-30c-1*	0	15.5684	1.93419	1
hsa-miR-30c-2*	0	2.10229	1.93066	0
hsa-miR-30d	0	8382.24	605.139	1
hsa-miR-30d*	0	29.0282	2.46564	1
hsa-miR-30e	0	3480.51	293.011	1
hsa-miR-30e*	0	810.055	66.6426	1
hsa-miR-31	0	2.17348	1.93617	0
hsa-miR-31*	0	0.143224	1.92254	0
hsa-miR-32	0	84.5066	5.42319	1
hsa-miR-32*	0	2.14366	1.36984	0
hsa-miR-320	0	2247.84	206.408	1
hsa-miR-323-3p	0	75.894	6.15561	1
hsa-miR-323-5p	0	-0.907242	1.3603	0
hsa-miR-324-3p	0	1625.99	130.692	1
hsa-miR-324-5p	0	1818.75	142.389	1
hsa-miR-325	0	-0.669207	1.35829	0
hsa-miR-326	0	765.534	61.9059	1
hsa-miR-328	0	270.271	25.1379	1
hsa-miR-329	0	36.9472	3.59429	1
hsa-miR-330-3p	0	194.432	16.8175	1
hsa-miR-330-5p	0	1.01981	1.36525	0
hsa-miR-331-3p	0	5492.21	432.239	1
hsa-miR-331-5p	0	0.31734	1.36615	0
hsa-miR-335	0	228.54	21.1938	1
hsa-miR-335*	0	14.5597	1.57152	1
hsa-miR-337-3p	0	51.8119	4.29323	1
hsa-miR-337-5p	0	237.15	18.849	1
hsa-miR-338-3p	0	947.061	84.1901	1
hsa-miR-338-5p	0	0.495661	1.35981	0
hsa-miR-339-3p	0	32.667	3.10741	1
hsa-miR-339-5p	0	2.08703	1.36981	0
hsa-miR-33a	0	408.305	36.0393	1
hsa-miR-33a*	0	-1.54042	1.36315	0
hsa-miR-33b	0	9.88765	1.6074	1
hsa-miR-33b*	0	3.71421	1.37458	0
hsa-miR-340	0	458.614	32.4958	1
hsa-miR-340*	0	775.959	69.6973	1
hsa-miR-342-3p	0	3391.77	295.848	1
hsa-miR-342-5p	0	87.5133	8.29581	1
hsa-miR-345	0	3.37739	1.38698	0
hsa-miR-346	0	0.36532	1.58263	0
hsa-miR-34a	0	204.064	16.766	1
hsa-miR-34a*	0	-1.02799	1.91992	0
hsa-miR-34b	0	1.13767	1.92509	0
hsa-miR-34b*	0	3.47078	1.94756	0
hsa-miR-34c-3p	0	-1.7342	1.35783	0
hsa-miR-34c-5p	0	-0.42944	1.9219	0
hsa-miR-361-3p	0	98.7448	9.16163	1
hsa-miR-361-5p	0	1579.79	136.919	1
hsa-miR-362-3p	0	27.6638	3.024	1
hsa-miR-362-5p	0	137.955	12.1567	1
hsa-miR-363	0	706.274	51.6846	1
hsa-miR-363*	0	-0.683365	1.35827	0
hsa-miR-365	0	6.93158	1.99012	0
hsa-miR-367	0	-0.118016	1.9258	0
hsa-miR-367*	0	-0.26908	1.36298	0
hsa-miR-369-3p	0	7.41884	2.01141	1
hsa-miR-369-5p	0	61.2726	5.25386	1
hsa-miR-370	0	75.2636	7.57969	1
hsa-miR-371-3p	0	-0.373547	1.92349	0
hsa-miR-371-5p	0	4.08354	1.37857	0
hsa-miR-372	0	-2.12852	1.91997	0
hsa-miR-373	0	2.11933	1.93093	0
hsa-miR-373*	0	0.914948	1.92691	0
hsa-miR-374a	0	1536.54	109.254	1
hsa-miR-374a*	0	0.23506	1.36178	0
hsa-miR-374b	0	1895.62	134.219	1
hsa-miR-374b*	0	2.77855	1.37452	0
hsa-miR-375	0	-1.7	1.9233	0
hsa-miR-376a	0	772.664	62.2534	1
hsa-miR-376a*	0	104.069	9.46118	1
hsa-miR-376b	0	89.0741	8.13969	1
hsa-miR-376c	0	1648.48	130.076	1
hsa-miR-377	0	924.606	82.6744	1
hsa-miR-377*	0	27.9335	2.67904	1
hsa-miR-378	0	17.4232	2.45229	1
hsa-miR-378*	0	18.4945	2.37251	1
hsa-miR-379	0	399.85	34.8657	1
hsa-miR-379*	0	0.986068	1.36506	0
hsa-miR-380	0	4.03234	1.94426	0
hsa-miR-380*	0	-1.79565	1.35854	0
hsa-miR-381	0	384.217	30.6234	1
hsa-miR-382	0	139.814	12.9089	1
hsa-miR-383	0	0.534627	1.57632	0
hsa-miR-384	0	0.625393	2.7232	0
hsa-miR-409-3p	0	549.278	39.7772	1
hsa-miR-409-5p	0	112.344	7.27826	1
hsa-miR-410	0	1011.23	71.9259	1
hsa-miR-411	0	69.4981	5.63777	1
hsa-miR-411*	0	16.2732	2.01778	1
hsa-miR-412	0	-0.473522	1.36065	0
hsa-miR-421	0	49.3489	4.80249	1
hsa-miR-422a	0	-1.05686	1.36014	0
hsa-miR-423-3p	0	58.7125	4.42721	1
hsa-miR-423-5p	0	381.14	34.9641	1
hsa-miR-424	0	558.449	44.5887	1
hsa-miR-424*	0	2.22675	1.93203	0
hsa-miR-425	0	4140.24	336.108	1
hsa-miR-425*	0	14.1082	2.29504	1
hsa-miR-429	0	4.71437	1.95595	0
hsa-miR-431	0	618.31	54.9046	1
hsa-miR-431*	0	3.59041	1.39578	1
hsa-miR-432	0	398.506	30.5619	1
hsa-miR-432*	0	0.834057	1.3641	0
hsa-miR-433	0	67.5485	6.80731	1
hsa-miR-448	0	-1.23094	1.35892	0
hsa-miR-449a	0	8.32328	2.05226	1
hsa-miR-449b	0	0.737341	1.57785	0
hsa-miR-450a	0	7.69014	2.00825	1
hsa-miR-450b-3p	0	0.415257	1.36133	0
hsa-miR-450b-5p	0	0.412627	1.36208	0
hsa-miR-451	0	49512.8	3576.97	1
hsa-miR-452	0	10.6501	2.08051	1
hsa-miR-452*	0	-1.59264	1.35763	0
hsa-miR-453	0	0.118803	1.36135	0
hsa-miR-454	0	333.517	30.7645	1
hsa-miR-454*	0	28.4435	2.55572	1
hsa-miR-455-3p	0	-1.11618	1.92071	0
hsa-miR-455-5p	0	-1.80202	1.91986	0
hsa-miR-483-3p	0	1.09316	1.93025	0
hsa-miR-483-5p	0	6.17908	1.9753	0
hsa-miR-484	0	745.731	60.8947	1
hsa-miR-485-3p	0	233.867	20.9427	1
hsa-miR-485-5p	0	24.7468	2.61447	1
hsa-miR-486-3p	0	93.1807	7.86297	1
hsa-miR-486-5p	0	2554.48	192.067	1
hsa-miR-487a	0	50.9818	4.71102	1
hsa-miR-487b	0	589.203	49.7631	1
hsa-miR-488	0	-0.787887	1.92078	0
hsa-miR-488*	0	-1.84043	1.91989	0
hsa-miR-489	0	-0.169041	1.9202	0
hsa-miR-490-3p	0	-0.445263	1.92411	0
hsa-miR-490-5p	0	0.389297	1.36115	0
hsa-miR-491-3p	0	2.05361	1.38386	0
hsa-miR-491-5p	0	7.60376	1.55216	1
hsa-miR-492	0	-1.50524	1.92073	0
hsa-miR-493	0	2.74008	1.40017	1
hsa-miR-493*	0	155.919	13.9798	1
hsa-miR-494	0	96.2497	7.24211	1
hsa-miR-495	0	280.292	22.6545	1
hsa-miR-496	0	4.6225	1.96956	0
hsa-miR-497	0	157.896	14.3097	1
hsa-miR-497*	0	-1.01802	1.35897	0
hsa-miR-498	0	1.98727	1.92994	0
hsa-miR-499-3p	0	-1.82463	1.35758	0
hsa-miR-499-5p	0	3.4448	1.94316	0
hsa-miR-500	0	0.683847	1.58241	0
hsa-miR-500*	0	59.9136	5.25097	1
hsa-miR-501-3p	0	20.5961	2.06973	1
hsa-miR-501-5p	0	4.11733	1.38287	0
hsa-miR-502-3p	0	45.9851	4.42363	1
hsa-miR-502-5p	0	17.7864	2.48364	1
hsa-miR-503	0	79.067	5.93534	1
hsa-miR-504	0	-0.00682311	1.36253	0
hsa-miR-505	0	199.597	17.1239	1
hsa-miR-505*	0	106.478	7.34352	1
hsa-miR-506	0	-0.583042	1.92143	0
hsa-miR-507	0	-0.77801	1.92094	0
hsa-miR-508-3p	0	0.102507	1.92405	0
hsa-miR-508-5p	0	0.407611	1.57821	0
hsa-miR-509-3-5p	0	-1.351	1.92068	0
hsa-miR-509-3p	0	-1.53094	1.92185	0
hsa-miR-509-5p	0	-0.597688	1.92022	0
hsa-miR-510	0	-0.481606	1.92139	0
hsa-miR-511	0	-0.20121	1.3598	0
hsa-miR-512-3p	0	0.148369	1.9267	0
hsa-miR-512-5p	0	-0.943767	1.92169	0
hsa-miR-513a-3p	0	0.238723	1.36217	0
hsa-miR-513a-5p	0	5.00082	1.96811	0
hsa-miR-513b	0	1.06543	1.36133	0
hsa-miR-513c	0	0.496259	1.35924	0
hsa-miR-514	0	-0.245247	1.9233	0
hsa-miR-515-3p	0	1.34018	1.93108	0
hsa-miR-515-5p	0	-0.0905264	1.57574	0
hsa-miR-516a-3p	0	-0.973708	1.57547	0
hsa-miR-516a-5p	0	-0.8804	1.92004	0
hsa-miR-516b	0	-1.84424	1.92018	0
hsa-miR-517*	0	-1.17297	1.92045	0
hsa-miR-517a	0	-0.932654	1.92015	0
hsa-miR-517b	0	0.185066	1.92309	0
hsa-miR-517c	0	0.74889	1.92404	0
hsa-miR-518a-3p	0	0.707922	1.92702	0
hsa-miR-518b	0	-0.358836	1.92084	0
hsa-miR-518c	0	-3.02144	1.91987	0
hsa-miR-518c*	0	1.58436	1.92668	0
hsa-miR-518d-3p	0	-0.156883	1.9227	0
hsa-miR-518d-5p	0	-0.702566	1.9214	0
hsa-miR-518e	0	-0.650436	1.92086	0
hsa-miR-518e*	0	1.08929	1.58665	0
hsa-miR-518f	0	-1.81838	1.92024	0
hsa-miR-518f*	0	-1.19763	1.92287	0
hsa-miR-519a	0	-0.674305	1.92132	0
hsa-miR-519b-3p	0	0.147882	1.92474	0
hsa-miR-519c-3p	0	1.54419	1.93351	0
hsa-miR-519d	0	-0.482138	1.92032	0
hsa-miR-519e	0	0.557403	1.92122	0
hsa-miR-519e*	0	0.139446	1.92468	0
hsa-miR-520a-3p	0	-0.909152	1.92128	0
hsa-miR-520a-5p	0	-0.845896	1.9214	0
hsa-miR-520b	0	0.126656	1.92556	0
hsa-miR-520c-3p	0	1.6958	1.92564	0
hsa-miR-520d-3p	0	3.75817	1.94687	0
hsa-miR-520d-5p	0	-1.38425	1.9199	0
hsa-miR-520e	0	0.453999	1.57755	0
hsa-miR-520f	0	1.03263	1.92821	0
hsa-miR-520g	0	-0.0875956	1.92435	0
hsa-miR-520h	0	-1.43319	1.57568	0
hsa-miR-521	0	-0.81338	1.92272	0
hsa-miR-522	0	0.291655	1.92406	0
hsa-miR-523	0	-0.432058	1.92322	0
hsa-miR-524-3p	0	-0.561008	1.92008	0
hsa-miR-524-5p	0	-1.24265	1.92118	0
